request_hour_local,origin,destination,generated_passengers,boarded_passengers,completed_journeys,on_time_passengers,fraction_boarding_within_wait_limit,wait_to_boarding_min_mean,wait_to_boarding_min_p95,wait_to_boarding_min_max,extra_after_boarding_min_mean,extra_after_boarding_min_p95,extra_after_boarding_min_max,journey_duration_min_mean,journey_duration_min_p95,journey_duration_min_max
2026-07-30T21:00:00+02:00,BW,LYBE,2,2,2,2,1.0,15.0,15.0,15.0,0.0,0.0,0.0,37.26980547132327,37.55104786073849,37.58229701511796
2026-07-30T21:00:00+02:00,LYBV,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,38.36573700292999,38.36573700292999,38.36573700292999
2026-07-30T22:00:00+02:00,BW,LYBE,5,5,5,5,1.0,11.060549494840949,15.0,15.0,0.0,0.0,0.0,36.83025316102342,40.9305356924092,41.11503425869011
2026-07-30T22:00:00+02:00,EXPO,LYBE,2,2,2,2,1.0,15.0,15.0,15.0,0.0,0.0,0.0,34.548756944744426,34.62923756362162,34.638179854607976
2026-07-30T22:00:00+02:00,JUG,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,39.37703101378454,39.37703101378454,39.37703101378454
2026-07-31T01:00:00+02:00,LYBE,BW,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,26.763930366666667,26.763930366666667,26.763930366666667
2026-07-31T01:00:00+02:00,LYBE,EXPO,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,24.696039966666664,24.696039966666664,24.696039966666664
2026-07-31T01:00:00+02:00,LYBE,LYBV,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,28.624136466666656,28.624136466666656,28.624136466666656
2026-07-31T02:00:00+02:00,BW,LYBE,2,2,2,1,0.5,10.255853560918695,16.786593458181034,17.512231224543516,0.0,0.0,0.0,35.034024823646135,40.79818693353527,41.43864939018962
2026-07-31T02:00:00+02:00,DOR,LYBE,2,2,2,1,0.5,17.982754238833515,20.667233053783676,20.965508477667026,2.808298522530822,5.335767192808562,5.616597045061644,44.89913967116611,49.67387977354938,50.204406451591964
2026-07-31T02:00:00+02:00,JUG,LYBE,2,2,2,1,0.5,16.48168593333333,17.815203273333328,17.963371866666662,0.0,0.0,0.0,40.44774677105611,41.69716022352029,41.83598394046076
2026-07-31T02:00:00+02:00,LYBE,BW,1,1,1,1,1.0,15.0,15.0,15.0,0.07152773406511793,0.07152773406511793,0.07152773406511793,26.83545810073177,26.83545810073177,26.83545810073177
2026-07-31T02:00:00+02:00,LYBV,LYBE,4,4,4,3,0.75,15.532317322156988,25.36444582370802,27.193465674950616,0.0,0.0,0.0,40.819699135083575,49.490389842162955,50.9109292794726
