start_s,end_s,passenger_id,group_id,aircraft_id,origin,destination,stage,scope,causes,constraint_locations,aircraft_activity,duration_min,overdue_min,extra_after_boarding_min,start_local,end_local
-6522.243748779751,-6462.243748779751,SYN2-342-D:P0002,G:BW:LYBE:SYN2-190-D:P0001,EVTOL_001,BW,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@BW|repositioning_flight@BW,landing,1.0,0.0,0.0,2026-07-30T22:11:17.756251+02:00,2026-07-30T22:12:17.756251+02:00
-6462.243748779751,-5947.079570779751,SYN2-190-D:P0001,G:BW:LYBE:SYN2-190-D:P0001,EVTOL_001,BW,LYBE,before_boarding,selected_plan,group_formation,group_formation@BW,idle,8.586069633333333,0.0,0.0,2026-07-30T22:12:17.756251+02:00,2026-07-30T22:20:52.920429+02:00
-6462.243748779751,-5947.079570779751,SYN2-342-D:P0002,G:BW:LYBE:SYN2-190-D:P0001,EVTOL_001,BW,LYBE,before_boarding,selected_plan,group_formation,group_formation@BW,idle,8.586069633333333,0.0,0.0,2026-07-30T22:12:17.756251+02:00,2026-07-30T22:20:52.920429+02:00
-6273.75933252657,-5947.079570779751,SYN2-342-D:P0001,G:BW:LYBE:SYN2-190-D:P0001,EVTOL_001,BW,LYBE,before_boarding,selected_plan,group_formation,group_formation@BW,idle,5.44466269578032,0.0,0.0,2026-07-30T22:15:26.240667+02:00,2026-07-30T22:20:52.920429+02:00
-5701.814578951901,-5641.814578951901,SYN2-197-D:P0003,G:EXPO:LYBE:SYN2-197-D:P0003,EVTOL_003,EXPO,LYBE,departure_preparation,committed_flight,departure_preparation,departure_preparation@EXPO,departure_finalization,1.0,0.0,0.0,2026-07-30T22:24:58.185421+02:00,2026-07-30T22:25:58.185421+02:00
-5697.356146532356,-5637.356146532356,SYN2-197-D:P0002,G:BW:LYBE:SYN2-197-D:P0002,EVTOL_002,BW,LYBE,before_boarding,selected_plan,departure_preparation|group_formation,departure_preparation@LYBE|group_formation@BW,departure_finalization,1.0,0.0,0.0,2026-07-30T22:25:02.643853+02:00,2026-07-30T22:26:02.643853+02:00
-5637.356146532356,-5597.356146532356,SYN2-197-D:P0002,G:BW:LYBE:SYN2-197-D:P0002,EVTOL_002,BW,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@BW|repositioning_flight@BW,takeoff,0.6666666666666666,0.0,0.0,2026-07-30T22:26:02.643853+02:00,2026-07-30T22:26:42.643853+02:00
-5602.079570779751,-5542.079570779751,SYN2-190-D:P0001,G:BW:LYBE:SYN2-190-D:P0001,EVTOL_001,BW,LYBE,departure_preparation,committed_flight,departure_preparation,departure_preparation@BW,departure_finalization,1.0,0.0,0.0,2026-07-30T22:26:37.920429+02:00,2026-07-30T22:27:37.920429+02:00
-5602.079570779751,-5542.079570779751,SYN2-342-D:P0002,G:BW:LYBE:SYN2-190-D:P0001,EVTOL_001,BW,LYBE,departure_preparation,committed_flight,departure_preparation,departure_preparation@BW,departure_finalization,1.0,0.0,0.0,2026-07-30T22:26:37.920429+02:00,2026-07-30T22:27:37.920429+02:00
-5602.079570779751,-5542.079570779751,SYN2-342-D:P0001,G:BW:LYBE:SYN2-190-D:P0001,EVTOL_001,BW,LYBE,departure_preparation,committed_flight,departure_preparation,departure_preparation@BW,departure_finalization,1.0,0.0,0.0,2026-07-30T22:26:37.920429+02:00,2026-07-30T22:27:37.920429+02:00
-5597.356146532356,-5372.520324532356,SYN2-197-D:P0002,G:BW:LYBE:SYN2-197-D:P0002,EVTOL_002,BW,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@BW|repositioning_flight@BW,cruise,3.7472637,0.0,0.0,2026-07-30T22:26:42.643853+02:00,2026-07-30T22:30:27.479675+02:00
-5372.520324532356,-5312.520324532356,SYN2-197-D:P0002,G:BW:LYBE:SYN2-197-D:P0002,EVTOL_002,BW,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@BW|repositioning_flight@BW,landing,1.0,0.0,0.0,2026-07-30T22:30:27.479675+02:00,2026-07-30T22:31:27.479675+02:00
-5312.762971047229,-5312.520324532356,SYN2-197-D:P0001,G:BW:LYBE:SYN2-197-D:P0002,EVTOL_002,BW,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@BW|repositioning_flight@BW,landing,0.004044108581213853,0.0,0.0,2026-07-30T22:31:27.237029+02:00,2026-07-30T22:31:27.479675+02:00
-5312.520324532356,-4797.356146532356,SYN2-197-D:P0002,G:BW:LYBE:SYN2-197-D:P0002,EVTOL_002,BW,LYBE,before_boarding,selected_plan,group_formation,group_formation@BW,idle,8.586069633333333,0.0,0.0,2026-07-30T22:31:27.479675+02:00,2026-07-30T22:40:02.643853+02:00
-5312.520324532356,-4797.356146532356,SYN2-197-D:P0001,G:BW:LYBE:SYN2-197-D:P0002,EVTOL_002,BW,LYBE,before_boarding,selected_plan,group_formation,group_formation@BW,idle,8.586069633333333,0.0,0.0,2026-07-30T22:31:27.479675+02:00,2026-07-30T22:40:02.643853+02:00
-4755.330940561123,-4695.330940561123,SYN2-194-D:P0001,G:EXPO:LYBE:SYN2-194-D:P0001,EVTOL_001,EXPO,LYBE,before_boarding,selected_plan,departure_preparation|group_formation,departure_preparation@LYBE|group_formation@EXPO,departure_finalization,1.0,0.0,0.0,2026-07-30T22:40:44.669059+02:00,2026-07-30T22:41:44.669059+02:00
-4695.330940561123,-4655.330940561123,SYN2-194-D:P0001,G:EXPO:LYBE:SYN2-194-D:P0001,EVTOL_001,EXPO,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@EXPO|repositioning_flight@EXPO,takeoff,0.6666666666666666,0.0,0.0,2026-07-30T22:41:44.669059+02:00,2026-07-30T22:42:24.669059+02:00
-4655.330940561123,-4554.568542561123,SYN2-194-D:P0001,G:EXPO:LYBE:SYN2-194-D:P0001,EVTOL_001,EXPO,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@EXPO|repositioning_flight@EXPO,cruise,1.6793732999999975,0.0,0.0,2026-07-30T22:42:24.669059+02:00,2026-07-30T22:44:05.431457+02:00
-4566.181744557622,-4506.181744557622,SYN2-195-D:P0001,G:JUG:LYBE:SYN2-195-D:P0001,EVTOL_003,JUG,LYBE,before_boarding,selected_plan,departure_preparation|group_formation,departure_preparation@LYBE|group_formation@JUG,departure_finalization,1.0,0.0,0.0,2026-07-30T22:43:53.818255+02:00,2026-07-30T22:44:53.818255+02:00
-4554.568542561123,-4494.568542561123,SYN2-194-D:P0001,G:EXPO:LYBE:SYN2-194-D:P0001,EVTOL_001,EXPO,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@EXPO|repositioning_flight@EXPO,landing,1.0,0.0,0.0,2026-07-30T22:44:05.431457+02:00,2026-07-30T22:45:05.431457+02:00
-4527.356146532356,-4467.356146532356,SYN2-197-D:P0002,G:BW:LYBE:SYN2-197-D:P0002,EVTOL_002,BW,LYBE,departure_preparation,committed_flight,departure_preparation,departure_preparation@BW,departure_finalization,1.0,0.0,0.0,2026-07-30T22:44:32.643853+02:00,2026-07-30T22:45:32.643853+02:00
-4527.356146532356,-4467.356146532356,SYN2-197-D:P0001,G:BW:LYBE:SYN2-197-D:P0002,EVTOL_002,BW,LYBE,departure_preparation,committed_flight,departure_preparation,departure_preparation@BW,departure_finalization,1.0,0.0,0.0,2026-07-30T22:44:32.643853+02:00,2026-07-30T22:45:32.643853+02:00
-4506.181744557622,-4466.181744557622,SYN2-195-D:P0001,G:JUG:LYBE:SYN2-195-D:P0001,EVTOL_003,JUG,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@JUG|repositioning_flight@JUG,takeoff,0.6666666666666666,0.0,0.0,2026-07-30T22:44:53.818255+02:00,2026-07-30T22:45:33.818255+02:00
-4494.568542561123,-3855.3309405611226,SYN2-194-D:P0001,G:EXPO:LYBE:SYN2-194-D:P0001,EVTOL_001,EXPO,LYBE,before_boarding,selected_plan,group_formation,group_formation@EXPO,idle,10.653960033333336,0.0,0.0,2026-07-30T22:45:05.431457+02:00,2026-07-30T22:55:44.669059+02:00
-4466.181744557622,-4148.379432557622,SYN2-195-D:P0001,G:JUG:LYBE:SYN2-195-D:P0001,EVTOL_003,JUG,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@JUG|repositioning_flight@JUG,cruise,5.296705199999996,0.0,0.0,2026-07-30T22:45:33.818255+02:00,2026-07-30T22:50:51.620567+02:00
-4148.379432557622,-4088.379432557622,SYN2-195-D:P0001,G:JUG:LYBE:SYN2-195-D:P0001,EVTOL_003,JUG,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@JUG|repositioning_flight@JUG,landing,1.0,0.0,0.0,2026-07-30T22:50:51.620567+02:00,2026-07-30T22:51:51.620567+02:00
-4088.379432557622,-3666.1817445576216,SYN2-195-D:P0001,G:JUG:LYBE:SYN2-195-D:P0001,EVTOL_003,JUG,LYBE,before_boarding,selected_plan,group_formation,group_formation@JUG,idle,7.036628133333337,0.0,0.0,2026-07-30T22:51:51.620567+02:00,2026-07-30T22:58:53.818255+02:00
-3660.3309405611226,-3600.3309405611226,SYN2-194-D:P0001,G:EXPO:LYBE:SYN2-194-D:P0001,EVTOL_001,EXPO,LYBE,departure_preparation,committed_flight,departure_preparation,departure_preparation@EXPO,departure_finalization,1.0,0.0,0.0,2026-07-30T22:58:59.669059+02:00,2026-07-30T22:59:59.669059+02:00
-3471.1817445576216,-3411.1817445576216,SYN2-195-D:P0001,G:JUG:LYBE:SYN2-195-D:P0001,EVTOL_003,JUG,LYBE,departure_preparation,committed_flight,departure_preparation,departure_preparation@JUG,departure_finalization,1.0,0.0,0.0,2026-07-30T23:02:08.818255+02:00,2026-07-30T23:03:08.818255+02:00
6095.428099285272,6995.428099285272,SYN2-002-A:P0001,G:LYBE:EXPO:SYN2-002-A:P0001,EVTOL_001,LYBE,EXPO,before_boarding,selected_plan,group_formation,group_formation@LYBE,idle,15.0,0.0,0.0,2026-07-31T01:41:35.428099+02:00,2026-07-31T01:56:35.428099+02:00
6277.665323532941,7177.665323532941,SYN2-003-A:P0002,G:LYBE:BW:SYN2-003-A:P0002,EVTOL_002,LYBE,BW,before_boarding,selected_plan,group_formation,group_formation@LYBE,idle,15.0,0.0,0.0,2026-07-31T01:44:37.665324+02:00,2026-07-31T01:59:37.665324+02:00
6976.813593248996,7876.813593248996,SYN2-003-A:P0001,G:LYBE:LYBV:SYN2-003-A:P0001,EVTOL_003,LYBE,LYBV,before_boarding,selected_plan,group_formation,group_formation@LYBE,idle,15.0,0.0,0.0,2026-07-31T01:56:16.813593+02:00,2026-07-31T02:11:16.813593+02:00
7190.428099285272,7250.428099285272,SYN2-002-A:P0001,G:LYBE:EXPO:SYN2-002-A:P0001,EVTOL_001,LYBE,EXPO,departure_preparation,committed_flight,departure_preparation,departure_preparation@LYBE,departure_finalization,1.0,0.0,0.0,2026-07-31T01:59:50.428099+02:00,2026-07-31T02:00:50.428099+02:00
7372.665323532941,7432.665323532941,SYN2-003-A:P0002,G:LYBE:BW:SYN2-003-A:P0002,EVTOL_002,LYBE,BW,departure_preparation,committed_flight,departure_preparation,departure_preparation@LYBE,departure_finalization,1.0,0.0,0.0,2026-07-31T02:02:52.665324+02:00,2026-07-31T02:03:52.665324+02:00
7589.9329442891485,7697.501145532941,SYN2-345-D:P0003,G:LYBV:LYBE:SYN2-345-D:P0003,EVTOL_002,LYBV,LYBE,before_boarding,selected_plan,aircraft_busy|group_formation,aircraft_busy@F000017|group_formation@LYBV,cruise,1.7928033540632138,0.0,0.0,2026-07-31T02:06:29.932944+02:00,2026-07-31T02:08:17.501146+02:00
7697.501145532941,7757.501145532941,SYN2-345-D:P0003,G:LYBV:LYBE:SYN2-345-D:P0003,EVTOL_002,LYBV,LYBE,before_boarding,selected_plan,aircraft_busy|group_formation,aircraft_busy@F000017|group_formation@LYBV,landing,1.0,0.0,0.0,2026-07-31T02:08:17.501146+02:00,2026-07-31T02:09:17.501146+02:00
7757.501145532941,7883.501145532941,SYN2-345-D:P0003,G:LYBV:LYBE:SYN2-345-D:P0003,EVTOL_002,LYBV,LYBE,before_boarding,selected_plan,aircraft_busy|group_formation,aircraft_busy@F000017|group_formation@LYBV,disembarking,2.1,0.0,0.0,2026-07-31T02:09:17.501146+02:00,2026-07-31T02:11:23.501146+02:00
7883.501145532941,7943.501145532941,SYN2-345-D:P0003,G:LYBV:LYBE:SYN2-345-D:P0003,EVTOL_002,LYBV,LYBE,before_boarding,selected_plan,departure_preparation|group_formation,departure_preparation@BW|group_formation@LYBV,departure_finalization,1.0,0.0,0.0,2026-07-31T02:11:23.501146+02:00,2026-07-31T02:12:23.501146+02:00
7943.501145532941,7983.501145532941,SYN2-345-D:P0003,G:LYBV:LYBE:SYN2-345-D:P0003,EVTOL_002,LYBV,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@LYBV|repositioning_flight@LYBV,takeoff,0.6666666666666666,0.0,0.0,2026-07-31T02:12:23.501146+02:00,2026-07-31T02:13:03.501146+02:00
7983.501145532941,8077.113511532942,SYN2-345-D:P0003,G:LYBV:LYBE:SYN2-345-D:P0003,EVTOL_002,LYBV,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@LYBV|repositioning_flight@LYBV,cruise,1.560206100000005,0.0,0.0,2026-07-31T02:13:03.501146+02:00,2026-07-31T02:14:37.113512+02:00
8071.813593248996,8131.813593248996,SYN2-003-A:P0001,G:LYBE:LYBV:SYN2-003-A:P0001,EVTOL_003,LYBE,LYBV,departure_preparation,committed_flight,departure_preparation,departure_preparation@LYBE,departure_finalization,1.0,0.0,0.0,2026-07-31T02:14:31.813593+02:00,2026-07-31T02:15:31.813593+02:00
8077.113511532942,8137.113511532942,SYN2-345-D:P0003,G:LYBV:LYBE:SYN2-345-D:P0003,EVTOL_002,LYBV,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@LYBV|repositioning_flight@LYBV,landing,1.0,0.0,0.0,2026-07-31T02:14:37.113512+02:00,2026-07-31T02:15:37.113512+02:00
8089.2097747251555,8149.2097747251555,SYN2-201-D:P0001,G:DOR:LYBE:SYN2-201-D:P0001,EVTOL_001,DOR,LYBE,before_boarding,selected_plan,departure_preparation|group_formation,departure_preparation@EXPO|group_formation@DOR,departure_finalization,1.0,0.0,0.0,2026-07-31T02:14:49.209775+02:00,2026-07-31T02:15:49.209775+02:00
8137.113511532942,8489.932944289149,SYN2-345-D:P0003,G:LYBV:LYBE:SYN2-345-D:P0003,EVTOL_002,LYBV,LYBE,before_boarding,selected_plan,group_formation,group_formation@LYBV,idle,5.880323879270114,0.0,0.0,2026-07-31T02:15:37.113512+02:00,2026-07-31T02:21:29.932944+02:00
8149.2097747251555,8189.2097747251555,SYN2-201-D:P0001,G:DOR:LYBE:SYN2-201-D:P0001,EVTOL_001,DOR,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@DOR|repositioning_flight@DOR,takeoff,0.6666666666666666,0.0,0.0,2026-07-31T02:15:49.209775+02:00,2026-07-31T02:16:29.209775+02:00
8189.2097747251555,8511.197806725155,SYN2-201-D:P0001,G:DOR:LYBE:SYN2-201-D:P0001,EVTOL_001,DOR,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@DOR|repositioning_flight@DOR,cruise,5.366467199999988,0.0,0.0,2026-07-31T02:16:29.209775+02:00,2026-07-31T02:21:51.197807+02:00
8418.268381141666,8508.261781248995,SYN2-345-D:P0001,G:JUG:LYBE:SYN2-345-D:P0001,EVTOL_003,JUG,LYBE,before_boarding,selected_plan,aircraft_busy|group_formation,aircraft_busy@F000018|group_formation@JUG,cruise,1.4998900017888142,0.0,0.0,2026-07-31T02:20:18.268381+02:00,2026-07-31T02:21:48.261781+02:00
8508.261781248995,8568.261781248995,SYN2-345-D:P0001,G:JUG:LYBE:SYN2-345-D:P0001,EVTOL_003,JUG,LYBE,before_boarding,selected_plan,aircraft_busy|group_formation,aircraft_busy@F000018|group_formation@JUG,landing,1.0,0.0,0.0,2026-07-31T02:21:48.261781+02:00,2026-07-31T02:22:48.261781+02:00
8511.197806725155,8571.197806725155,SYN2-201-D:P0001,G:DOR:LYBE:SYN2-201-D:P0001,EVTOL_001,DOR,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@DOR|repositioning_flight@DOR,landing,1.0,0.0,0.0,2026-07-31T02:21:51.197807+02:00,2026-07-31T02:22:51.197807+02:00
8568.261781248995,8694.261781248995,SYN2-345-D:P0001,G:JUG:LYBE:SYN2-345-D:P0001,EVTOL_003,JUG,LYBE,before_boarding,selected_plan,aircraft_busy|group_formation,aircraft_busy@F000018|group_formation@JUG,disembarking,2.1,0.0,0.0,2026-07-31T02:22:48.261781+02:00,2026-07-31T02:24:54.261781+02:00
8571.197806725155,8989.209774725156,SYN2-201-D:P0001,G:DOR:LYBE:SYN2-201-D:P0001,EVTOL_001,DOR,LYBE,before_boarding,selected_plan,group_formation,group_formation@DOR,idle,6.966866133333345,0.0,0.0,2026-07-31T02:22:51.197807+02:00,2026-07-31T02:29:49.209775+02:00
8684.932944289149,8744.932944289149,SYN2-345-D:P0003,G:LYBV:LYBE:SYN2-345-D:P0003,EVTOL_002,LYBV,LYBE,departure_preparation,committed_flight,departure_preparation,departure_preparation@LYBV,departure_finalization,1.0,0.0,0.0,2026-07-31T02:24:44.932944+02:00,2026-07-31T02:25:44.932944+02:00
8694.261781248995,8724.932944289149,SYN2-345-D:P0001,G:JUG:LYBE:SYN2-345-D:P0001,EVTOL_003,JUG,LYBE,before_boarding,selected_plan,group_formation|origin_tlof,group_formation@JUG|origin_tlof@LYBV,idle,0.511186050669221,0.0,0.0,2026-07-31T02:24:54.261781+02:00,2026-07-31T02:25:24.932944+02:00
8724.932944289149,8784.932944289149,SYN2-345-D:P0001,G:JUG:LYBE:SYN2-345-D:P0001,EVTOL_003,JUG,LYBE,before_boarding,selected_plan,departure_preparation|group_formation,departure_preparation@LYBV|group_formation@JUG,departure_finalization,1.0,0.0,0.0,2026-07-31T02:25:24.932944+02:00,2026-07-31T02:26:24.932944+02:00
8784.932944289149,8824.932944289149,SYN2-345-D:P0001,G:JUG:LYBE:SYN2-345-D:P0001,EVTOL_003,JUG,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@JUG|repositioning_flight@JUG,takeoff,0.6666666666666666,0.0,0.0,2026-07-31T02:26:24.932944+02:00,2026-07-31T02:27:04.932944+02:00
8824.932944289149,9011.511800289149,SYN2-345-D:P0001,G:JUG:LYBE:SYN2-345-D:P0001,EVTOL_003,JUG,LYBE,before_boarding,selected_plan,group_formation|repositioning_flight,group_formation@JUG|repositioning_flight@JUG,cruise,3.1096476000000015,0.0,0.0,2026-07-31T02:27:04.932944+02:00,2026-07-31T02:30:11.511800+02:00
8831.77902909776,9121.381132289149,SYN2-006-A:P0001,G:LYBE:BW:SYN2-006-A:P0001,EVTOL_002,LYBE,BW,before_boarding,selected_plan,aircraft_busy|group_formation,aircraft_busy@F000021|group_formation@LYBE,cruise,4.826701719856495,0.0,0.0,2026-07-31T02:27:11.779029+02:00,2026-07-31T02:32:01.381132+02:00
