start_s,end_s,aircraft_id,activity,charging,location,flight_id,operation
-7431.429669624136,-7371.429669624136,EVTOL_002,landing,False,,F000004,repositioning
-7388.464408493682,-6847.079570779751,EVTOL_001,idle,True,LYBE,,
-7371.429669624136,-7311.429669624136,EVTOL_002,idle,False,LYBV,,
-7311.429669624136,-6967.877857624137,EVTOL_002,idle,True,LYBV,,
-6967.877857624137,-6772.877857624137,EVTOL_002,boarding,True,LYBV,F000005,passenger
-6847.079570779751,-6787.079570779751,EVTOL_001,departure_finalization,False,LYBE,F000006,repositioning
-6796.814578951901,-6736.814578951901,EVTOL_003,departure_finalization,False,LYBE,F000007,repositioning
-6787.079570779751,-6747.079570779751,EVTOL_001,takeoff,False,,F000006,repositioning
-6772.877857624137,-6712.877857624137,EVTOL_002,departure_finalization,False,LYBV,F000005,passenger
-6747.079570779751,-6522.243748779751,EVTOL_001,cruise,False,,F000006,repositioning
-6736.814578951901,-6696.814578951901,EVTOL_003,takeoff,False,,F000007,repositioning
-6712.877857624137,-6672.877857624137,EVTOL_002,takeoff,False,,F000005,passenger
-6696.814578951901,-6596.052180951901,EVTOL_003,cruise,False,,F000007,repositioning
-6672.877857624137,-6336.429669624136,EVTOL_002,cruise,False,,F000005,passenger
-6596.052180951901,-6536.052180951901,EVTOL_003,landing,False,,F000007,repositioning
-6536.052180951901,-6476.052180951901,EVTOL_003,idle,False,EXPO,,
-6522.243748779751,-6462.243748779751,EVTOL_001,landing,False,,F000006,repositioning
-6476.052180951901,-5896.814578951901,EVTOL_003,idle,True,EXPO,,
-6462.243748779751,-6402.243748779751,EVTOL_001,idle,False,BW,,
-6402.243748779751,-5947.079570779751,EVTOL_001,idle,True,BW,,
-6336.429669624136,-6276.429669624136,EVTOL_002,landing,False,,F000005,passenger
-6276.429669624136,-6216.429669624136,EVTOL_002,disembarking,False,LYBE,F000005,passenger
-6216.429669624136,-6150.429669624136,EVTOL_002,disembarking,True,LYBE,F000005,passenger
-6150.429669624136,-5697.356146532356,EVTOL_002,idle,True,LYBE,,
-5947.079570779751,-5602.079570779751,EVTOL_001,boarding,True,BW,F000008,passenger
-5896.814578951901,-5701.814578951901,EVTOL_003,boarding,True,EXPO,F000009,passenger
-5701.814578951901,-5641.814578951901,EVTOL_003,departure_finalization,False,EXPO,F000009,passenger
-5697.356146532356,-5637.356146532356,EVTOL_002,departure_finalization,False,LYBE,F000010,repositioning
-5642.319736715014,9121.381132289149,EVTOL_004,idle,False,LYBE,,
-5641.814578951901,-5601.814578951901,EVTOL_003,takeoff,False,,F000009,passenger
-5637.356146532356,-5597.356146532356,EVTOL_002,takeoff,False,,F000010,repositioning
-5602.079570779751,-5542.079570779751,EVTOL_001,departure_finalization,False,BW,F000008,passenger
-5601.814578951901,-5501.052180951901,EVTOL_003,cruise,False,,F000009,passenger
-5597.356146532356,-5372.520324532356,EVTOL_002,cruise,False,,F000010,repositioning
-5542.079570779751,-5502.079570779751,EVTOL_001,takeoff,False,,F000008,passenger
-5502.079570779751,-5277.243748779751,EVTOL_001,cruise,False,,F000008,passenger
-5501.052180951901,-5441.052180951901,EVTOL_003,landing,False,,F000009,passenger
-5441.052180951901,-5381.052180951901,EVTOL_003,disembarking,False,LYBE,F000009,passenger
-5381.052180951901,-5315.052180951901,EVTOL_003,disembarking,True,LYBE,F000009,passenger
-5372.520324532356,-5312.520324532356,EVTOL_002,landing,False,,F000010,repositioning
-5315.052180951901,-4566.181744557622,EVTOL_003,idle,True,LYBE,,
-5312.520324532356,-5252.520324532356,EVTOL_002,idle,False,BW,,
-5277.243748779751,-5217.243748779751,EVTOL_001,landing,False,,F000008,passenger
-5252.520324532356,-4797.356146532356,EVTOL_002,idle,True,BW,,
-5217.243748779751,-5157.243748779751,EVTOL_001,disembarking,False,LYBE,F000008,passenger
-5157.243748779751,-4959.243748779751,EVTOL_001,disembarking,True,LYBE,F000008,passenger
-4959.243748779751,-4755.330940561123,EVTOL_001,idle,True,LYBE,,
-4797.356146532356,-4527.356146532356,EVTOL_002,boarding,True,BW,F000011,passenger
-4755.330940561123,-4695.330940561123,EVTOL_001,departure_finalization,False,LYBE,F000012,repositioning
-4695.330940561123,-4655.330940561123,EVTOL_001,takeoff,False,,F000012,repositioning
-4655.330940561123,-4554.568542561123,EVTOL_001,cruise,False,,F000012,repositioning
-4566.181744557622,-4506.181744557622,EVTOL_003,departure_finalization,False,LYBE,F000013,repositioning
-4554.568542561123,-4494.568542561123,EVTOL_001,landing,False,,F000012,repositioning
-4527.356146532356,-4467.356146532356,EVTOL_002,departure_finalization,False,BW,F000011,passenger
-4506.181744557622,-4466.181744557622,EVTOL_003,takeoff,False,,F000013,repositioning
-4494.568542561123,-4434.568542561123,EVTOL_001,idle,False,EXPO,,
-4467.356146532356,-4427.356146532356,EVTOL_002,takeoff,False,,F000011,passenger
-4466.181744557622,-4148.379432557622,EVTOL_003,cruise,False,,F000013,repositioning
-4434.568542561123,-3855.3309405611226,EVTOL_001,idle,True,EXPO,,
-4427.356146532356,-4202.520324532356,EVTOL_002,cruise,False,,F000011,passenger
-4202.520324532356,-4142.520324532356,EVTOL_002,landing,False,,F000011,passenger
-4148.379432557622,-4088.379432557622,EVTOL_003,landing,False,,F000013,repositioning
-4142.520324532356,-4082.5203245323564,EVTOL_002,disembarking,False,LYBE,F000011,passenger
-4088.379432557622,-4028.379432557622,EVTOL_003,idle,False,JUG,,
-4082.5203245323564,-3950.5203245323564,EVTOL_002,disembarking,True,LYBE,F000011,passenger
-4028.379432557622,-3666.1817445576216,EVTOL_003,idle,True,JUG,,
-3950.5203245323564,183.24347307388143,EVTOL_002,idle,True,LYBE,,
-3855.3309405611226,-3660.3309405611226,EVTOL_001,boarding,True,EXPO,F000014,passenger
-3666.1817445576216,-3471.1817445576216,EVTOL_003,boarding,True,JUG,F000015,passenger
-3660.3309405611226,-3600.3309405611226,EVTOL_001,departure_finalization,False,EXPO,F000014,passenger
-3600.3309405611226,-3560.3309405611226,EVTOL_001,takeoff,False,,F000014,passenger
-3560.3309405611226,-3459.5685425611227,EVTOL_001,cruise,False,,F000014,passenger
-3471.1817445576216,-3411.1817445576216,EVTOL_003,departure_finalization,False,JUG,F000015,passenger
-3459.5685425611227,-3399.5685425611227,EVTOL_001,landing,False,,F000014,passenger
-3411.1817445576216,-3371.1817445576216,EVTOL_003,takeoff,False,,F000015,passenger
-3399.5685425611227,-3339.5685425611227,EVTOL_001,disembarking,False,LYBE,F000014,passenger
-3371.1817445576216,-3053.379432557622,EVTOL_003,cruise,False,,F000015,passenger
-3339.5685425611227,-3273.5685425611227,EVTOL_001,disembarking,True,LYBE,F000014,passenger
-3273.5685425611227,770.6667277027736,EVTOL_001,idle,True,LYBE,,
-3053.379432557622,-2993.379432557622,EVTOL_003,landing,False,,F000015,passenger
-2993.379432557622,-2933.379432557622,EVTOL_003,disembarking,False,LYBE,F000015,passenger
-2933.379432557622,-2867.379432557622,EVTOL_003,disembarking,True,LYBE,F000015,passenger
-2867.379432557622,1409.655305046882,EVTOL_003,idle,True,LYBE,,
183.24347307388143,7177.665323532941,EVTOL_002,idle,False,LYBE,,
770.6667277027736,6995.428099285272,EVTOL_001,idle,False,LYBE,,
1409.655305046882,7876.813593248996,EVTOL_003,idle,False,LYBE,,
6995.428099285272,7190.428099285272,EVTOL_001,boarding,False,LYBE,F000016,passenger
7177.665323532941,7372.665323532941,EVTOL_002,boarding,False,LYBE,F000017,passenger
7190.428099285272,7250.428099285272,EVTOL_001,departure_finalization,False,LYBE,F000016,passenger
7250.428099285272,7290.428099285272,EVTOL_001,takeoff,False,,F000016,passenger
7290.428099285272,7391.190497285272,EVTOL_001,cruise,False,,F000016,passenger
7372.665323532941,7432.665323532941,EVTOL_002,departure_finalization,False,LYBE,F000017,passenger
7391.190497285272,7451.190497285272,EVTOL_001,landing,False,,F000016,passenger
7432.665323532941,7472.665323532941,EVTOL_002,takeoff,False,,F000017,passenger
7451.190497285272,7511.190497285272,EVTOL_001,disembarking,False,EXPO,F000016,passenger
7472.665323532941,7697.501145532941,EVTOL_002,cruise,False,,F000017,passenger
7511.190497285272,7577.190497285272,EVTOL_001,disembarking,True,EXPO,F000016,passenger
7577.190497285272,8089.2097747251555,EVTOL_001,idle,True,EXPO,,
7697.501145532941,7757.501145532941,EVTOL_002,landing,False,,F000017,passenger
7757.501145532941,7817.501145532941,EVTOL_002,disembarking,False,BW,F000017,passenger
7817.501145532941,7883.501145532941,EVTOL_002,disembarking,True,BW,F000017,passenger
7876.813593248996,8071.813593248996,EVTOL_003,boarding,False,LYBE,F000018,passenger
7883.501145532941,7943.501145532941,EVTOL_002,departure_finalization,False,BW,F000019,repositioning
7943.501145532941,7983.501145532941,EVTOL_002,takeoff,False,,F000019,repositioning
7983.501145532941,8077.113511532942,EVTOL_002,cruise,False,,F000019,repositioning
8071.813593248996,8131.813593248996,EVTOL_003,departure_finalization,False,LYBE,F000018,passenger
8077.113511532942,8137.113511532942,EVTOL_002,landing,False,,F000019,repositioning
8089.2097747251555,8149.2097747251555,EVTOL_001,departure_finalization,False,EXPO,F000020,repositioning
8131.813593248996,8171.813593248996,EVTOL_003,takeoff,False,,F000018,passenger
8137.113511532942,8197.113511532942,EVTOL_002,idle,False,LYBV,,
8149.2097747251555,8189.2097747251555,EVTOL_001,takeoff,False,,F000020,repositioning
8171.813593248996,8508.261781248995,EVTOL_003,cruise,False,,F000018,passenger
8189.2097747251555,8511.197806725155,EVTOL_001,cruise,False,,F000020,repositioning
8197.113511532942,8489.932944289149,EVTOL_002,idle,True,LYBV,,
8489.932944289149,8684.932944289149,EVTOL_002,boarding,True,LYBV,F000021,passenger
8508.261781248995,8568.261781248995,EVTOL_003,landing,False,,F000018,passenger
8511.197806725155,8571.197806725155,EVTOL_001,landing,False,,F000020,repositioning
8568.261781248995,8628.261781248995,EVTOL_003,disembarking,False,LYBV,F000018,passenger
8571.197806725155,8631.197806725155,EVTOL_001,idle,False,DOR,,
8628.261781248995,8694.261781248995,EVTOL_003,disembarking,True,LYBV,F000018,passenger
8631.197806725155,8989.209774725156,EVTOL_001,idle,True,DOR,,
8684.932944289149,8744.932944289149,EVTOL_002,departure_finalization,False,LYBV,F000021,passenger
8694.261781248995,8724.932944289149,EVTOL_003,idle,True,LYBV,,
8724.932944289149,8784.932944289149,EVTOL_003,departure_finalization,False,LYBV,F000022,repositioning
8744.932944289149,8784.932944289149,EVTOL_002,takeoff,False,,F000021,passenger
8784.932944289149,9121.381132289149,EVTOL_002,cruise,False,,F000021,passenger
8784.932944289149,8824.932944289149,EVTOL_003,takeoff,False,,F000022,repositioning
8824.932944289149,9011.511800289149,EVTOL_003,cruise,False,,F000022,repositioning
8989.209774725156,9184.209774725156,EVTOL_001,boarding,True,DOR,F000023,passenger
9011.511800289149,9071.511800289149,EVTOL_003,landing,False,,F000022,repositioning
9071.511800289149,9131.511800289149,EVTOL_003,idle,False,JUG,,
9121.381132289149,9181.381132289149,EVTOL_002,landing,False,,F000021,passenger
9121.381132289149,9181.381132289149,EVTOL_004,departure_finalization,False,LYBE,F000024,repositioning
9131.511800289149,9318.268381141666,EVTOL_003,idle,True,JUG,,
9181.381132289149,9241.381132289149,EVTOL_002,disembarking,False,LYBE,F000021,passenger
9181.381132289149,9221.381132289149,EVTOL_004,takeoff,False,,F000024,repositioning
9184.209774725156,9244.209774725156,EVTOL_001,departure_finalization,False,DOR,F000023,passenger
9221.381132289149,9557.82932028915,EVTOL_004,cruise,False,,F000024,repositioning
9241.381132289149,9307.381132289149,EVTOL_002,disembarking,True,LYBE,F000021,passenger
9244.209774725156,9284.209774725156,EVTOL_001,takeoff,False,,F000023,passenger
9284.209774725156,9612.009988725156,EVTOL_001,cruise,False,,F000023,passenger
9307.381132289149,9731.77902909776,EVTOL_002,idle,True,LYBE,,
9318.268381141666,9513.268381141666,EVTOL_003,boarding,True,JUG,F000025,passenger
9513.268381141666,9573.268381141666,EVTOL_003,departure_finalization,False,JUG,F000025,passenger
9557.82932028915,9617.82932028915,EVTOL_004,landing,False,,F000024,repositioning
9573.268381141666,9613.268381141666,EVTOL_003,takeoff,False,,F000025,passenger
9612.009988725156,9672.009988725156,EVTOL_001,landing,False,,F000023,passenger
9613.268381141666,9931.070693141666,EVTOL_003,cruise,False,,F000025,passenger
9617.82932028915,9677.82932028915,EVTOL_004,idle,False,LYBV,,
9672.009988725156,9732.009988725156,EVTOL_001,disembarking,False,LYBE,F000023,passenger
9677.82932028915,9995.093146521776,EVTOL_004,idle,True,LYBV,,
9731.77902909776,9926.77902909776,EVTOL_002,boarding,True,LYBE,F000026,passenger
9732.009988725156,9798.009988725156,EVTOL_001,disembarking,True,LYBE,F000023,passenger
9798.009988725156,10177.39325766277,EVTOL_001,idle,True,LYBE,,
9926.77902909776,9931.070693141666,EVTOL_002,waiting_for_departure,True,LYBE,F000026,passenger
9931.070693141666,9991.070693141666,EVTOL_002,departure_finalization,False,LYBE,F000026,passenger
9931.070693141666,9991.070693141666,EVTOL_003,landing,False,,F000025,passenger
9991.070693141666,10031.070693141666,EVTOL_002,takeoff,False,,F000026,passenger
9991.070693141666,10051.070693141666,EVTOL_003,disembarking,False,LYBE,F000025,passenger
9995.093146521776,10265.093146521776,EVTOL_004,boarding,True,LYBV,F000027,passenger
10031.070693141666,10255.906515141665,EVTOL_002,cruise,False,,F000026,passenger
10051.070693141666,10117.070693141666,EVTOL_003,disembarking,True,LYBE,F000025,passenger
10117.070693141666,10217.39325766277,EVTOL_003,idle,True,LYBE,,
10177.39325766277,10237.39325766277,EVTOL_001,departure_finalization,False,LYBE,F000028,repositioning
10217.39325766277,10277.39325766277,EVTOL_003,departure_finalization,False,LYBE,F000029,repositioning
10237.39325766277,10277.39325766277,EVTOL_001,takeoff,False,,F000028,repositioning
10255.906515141665,10315.906515141665,EVTOL_002,landing,False,,F000026,passenger
10265.093146521776,10325.093146521776,EVTOL_004,departure_finalization,False,LYBV,F000027,passenger
10277.39325766277,10595.19556966277,EVTOL_001,cruise,False,,F000028,repositioning
10277.39325766277,10317.39325766277,EVTOL_003,takeoff,False,,F000029,repositioning
10315.906515141665,10375.906515141665,EVTOL_002,disembarking,False,BW,F000026,passenger
10317.39325766277,10645.193471662771,EVTOL_003,cruise,False,,F000029,repositioning
10325.093146521776,10365.093146521776,EVTOL_004,takeoff,False,,F000027,passenger
10365.093146521776,10701.541334521777,EVTOL_004,cruise,False,,F000027,passenger
10375.906515141665,10441.906515141665,EVTOL_002,disembarking,True,BW,F000026,passenger
10441.906515141665,10711.906515141665,EVTOL_002,boarding,True,BW,F000030,passenger
10595.19556966277,10655.19556966277,EVTOL_001,landing,False,,F000028,repositioning
10645.193471662771,10705.193471662771,EVTOL_003,landing,False,,F000029,repositioning
10655.19556966277,10715.19556966277,EVTOL_001,cleaning,False,JUG,F000028,repositioning
10701.541334521777,10761.541334521777,EVTOL_004,landing,False,,F000027,passenger
10705.193471662771,10765.193471662771,EVTOL_003,boarding,False,DOR,F000031,passenger
10711.906515141665,10771.906515141665,EVTOL_002,departure_finalization,False,BW,F000030,passenger
10715.19556966277,11255.19556966277,EVTOL_001,cleaning,True,JUG,F000028,repositioning
10761.541334521777,10821.541334521777,EVTOL_004,disembarking,False,LYBE,F000027,passenger
10765.193471662771,10900.193471662771,EVTOL_003,boarding,True,DOR,F000031,passenger
10771.906515141665,10811.906515141665,EVTOL_002,takeoff,False,,F000030,passenger
10811.906515141665,11036.742337141666,EVTOL_002,cruise,False,,F000030,passenger
10821.541334521777,10953.541334521777,EVTOL_004,disembarking,True,LYBE,F000027,passenger
10900.193471662771,11237.18929436647,EVTOL_003,waiting_for_departure,True,DOR,F000031,passenger
10953.541334521777,11036.742337141666,EVTOL_004,idle,True,LYBE,,
11036.742337141666,11096.742337141666,EVTOL_002,landing,False,,F000030,passenger
11036.742337141666,11096.742337141666,EVTOL_004,departure_finalization,False,LYBE,F000032,repositioning
11096.742337141666,11156.742337141666,EVTOL_002,disembarking,False,LYBE,F000030,passenger
11096.742337141666,11136.742337141666,EVTOL_004,takeoff,False,,F000032,repositioning
11136.742337141666,11361.578159141667,EVTOL_004,cruise,False,,F000032,repositioning
11156.742337141666,11288.742337141666,EVTOL_002,disembarking,True,LYBE,F000030,passenger
11237.18929436647,11297.18929436647,EVTOL_003,departure_finalization,False,DOR,F000031,passenger
11255.19556966277,11450.19556966277,EVTOL_001,boarding,True,JUG,F000033,passenger
11288.742337141666,11305.928581046866,EVTOL_002,idle,True,LYBE,,
11297.18929436647,11337.18929436647,EVTOL_003,takeoff,False,,F000031,passenger
11305.928581046866,11365.928581046866,EVTOL_002,departure_finalization,False,LYBE,F000034,repositioning
11337.18929436647,11664.98950836647,EVTOL_003,cruise,False,,F000031,passenger
11361.578159141667,11421.578159141667,EVTOL_004,landing,False,,F000032,repositioning
11365.928581046866,11405.928581046866,EVTOL_002,takeoff,False,,F000034,repositioning
11405.928581046866,11742.376769046867,EVTOL_002,cruise,False,,F000034,repositioning
11421.578159141667,11481.578159141667,EVTOL_004,idle,False,BW,,
11450.19556966277,11510.19556966277,EVTOL_001,departure_finalization,False,JUG,F000033,passenger
11481.578159141667,11820.566175545653,EVTOL_004,idle,True,BW,,
11510.19556966277,11550.19556966277,EVTOL_001,takeoff,False,,F000033,passenger
11550.19556966277,11867.99788166277,EVTOL_001,cruise,False,,F000033,passenger
11664.98950836647,11724.98950836647,EVTOL_003,landing,False,,F000031,passenger
11724.98950836647,11784.98950836647,EVTOL_003,disembarking,False,LYBE,F000031,passenger
11742.376769046867,11802.376769046867,EVTOL_002,landing,False,,F000034,repositioning
11784.98950836647,11850.98950836647,EVTOL_003,disembarking,True,LYBE,F000031,passenger
11802.376769046867,11862.376769046867,EVTOL_002,cleaning,False,LYBV,F000034,repositioning
11820.566175545653,12090.566175545653,EVTOL_004,boarding,True,BW,F000035,passenger
11850.98950836647,14973.006634478768,EVTOL_003,idle,True,LYBE,,
11862.376769046867,12402.376769046867,EVTOL_002,cleaning,True,LYBV,F000034,repositioning
11867.99788166277,11927.99788166277,EVTOL_001,landing,False,,F000033,passenger
11927.99788166277,11987.99788166277,EVTOL_001,disembarking,False,LYBE,F000033,passenger
11987.99788166277,12053.99788166277,EVTOL_001,disembarking,True,LYBE,F000033,passenger
12053.99788166277,12192.99541038633,EVTOL_001,idle,True,LYBE,,
12090.566175545653,12150.566175545653,EVTOL_004,departure_finalization,False,BW,F000035,passenger
12150.566175545653,12190.566175545653,EVTOL_004,takeoff,False,,F000035,passenger
12190.566175545653,12415.401997545654,EVTOL_004,cruise,False,,F000035,passenger
12192.99541038633,12252.99541038633,EVTOL_001,departure_finalization,False,LYBE,F000036,repositioning
12252.99541038633,12292.99541038633,EVTOL_001,takeoff,False,,F000036,repositioning
12292.99541038633,12620.79562438633,EVTOL_001,cruise,False,,F000036,repositioning
12402.376769046867,12597.376769046867,EVTOL_002,boarding,True,LYBV,F000037,passenger
12415.401997545654,12475.401997545654,EVTOL_004,landing,False,,F000035,passenger
12475.401997545654,12535.401997545654,EVTOL_004,disembarking,False,LYBE,F000035,passenger
12535.401997545654,12667.401997545654,EVTOL_004,disembarking,True,LYBE,F000035,passenger
12597.376769046867,12657.376769046867,EVTOL_002,departure_finalization,False,LYBV,F000037,passenger
12620.79562438633,12680.79562438633,EVTOL_001,landing,False,,F000036,repositioning
12657.376769046867,12697.376769046867,EVTOL_002,takeoff,False,,F000037,passenger
12667.401997545654,12727.401997545654,EVTOL_004,departure_finalization,False,LYBE,F000038,repositioning
12680.79562438633,12740.79562438633,EVTOL_001,idle,False,DOR,,
12697.376769046867,13033.824957046867,EVTOL_002,cruise,False,,F000037,passenger
12727.401997545654,12767.401997545654,EVTOL_004,takeoff,False,,F000038,repositioning
12740.79562438633,13092.99541038633,EVTOL_001,idle,True,DOR,,
12767.401997545654,13085.204309545654,EVTOL_004,cruise,False,,F000038,repositioning
13033.824957046867,13093.824957046867,EVTOL_002,landing,False,,F000037,passenger
13085.204309545654,13145.204309545654,EVTOL_004,landing,False,,F000038,repositioning
13092.99541038633,13362.99541038633,EVTOL_001,boarding,True,DOR,F000039,passenger
13093.824957046867,13153.824957046867,EVTOL_002,disembarking,False,LYBE,F000037,passenger
13145.204309545654,13205.204309545654,EVTOL_004,idle,False,JUG,,
13153.824957046867,13219.824957046867,EVTOL_002,disembarking,True,LYBE,F000037,passenger
13205.204309545654,13394.406691386523,EVTOL_004,idle,True,JUG,,
13219.824957046867,13462.486161121451,EVTOL_002,idle,True,LYBE,,
13362.99541038633,13422.99541038633,EVTOL_001,departure_finalization,False,DOR,F000039,passenger
13394.406691386523,13589.406691386523,EVTOL_004,boarding,True,JUG,F000040,passenger
13422.99541038633,13462.99541038633,EVTOL_001,takeoff,False,,F000039,passenger
13462.486161121451,13522.486161121451,EVTOL_002,departure_finalization,False,LYBE,F000041,repositioning
13462.99541038633,13790.79562438633,EVTOL_001,cruise,False,,F000039,passenger
13522.486161121451,13562.486161121451,EVTOL_002,takeoff,False,,F000041,repositioning
13562.486161121451,13898.934349121451,EVTOL_002,cruise,False,,F000041,repositioning
13589.406691386523,13641.331171803813,EVTOL_004,waiting_for_departure,True,JUG,F000040,passenger
13641.331171803813,13701.331171803813,EVTOL_004,departure_finalization,False,JUG,F000040,passenger
13701.331171803813,13741.331171803813,EVTOL_004,takeoff,False,,F000040,passenger
13741.331171803813,14059.133483803813,EVTOL_004,cruise,False,,F000040,passenger
13790.79562438633,13850.79562438633,EVTOL_001,landing,False,,F000039,passenger
13850.79562438633,13910.79562438633,EVTOL_001,disembarking,False,LYBE,F000039,passenger
13898.934349121451,13958.934349121451,EVTOL_002,landing,False,,F000041,repositioning
13910.79562438633,14042.79562438633,EVTOL_001,disembarking,True,LYBE,F000039,passenger
13958.934349121451,14018.934349121451,EVTOL_002,idle,False,LYBV,,
14018.934349121451,14340.641101028112,EVTOL_002,idle,True,LYBV,,
14042.79562438633,14125.841970319329,EVTOL_001,idle,True,LYBE,,
14059.133483803813,14119.133483803813,EVTOL_004,landing,False,,F000040,passenger
14119.133483803813,14179.133483803813,EVTOL_004,disembarking,False,LYBE,F000040,passenger
14125.841970319329,14185.841970319329,EVTOL_001,departure_finalization,False,LYBE,F000042,repositioning
14179.133483803813,14245.133483803813,EVTOL_004,disembarking,True,LYBE,F000040,passenger
14185.841970319329,14225.841970319329,EVTOL_001,takeoff,False,,F000042,repositioning
14225.841970319329,14450.67779231933,EVTOL_001,cruise,False,,F000042,repositioning
14245.133483803813,14913.918401359026,EVTOL_004,idle,True,LYBE,,
14340.641101028112,14685.641101028112,EVTOL_002,boarding,True,LYBV,F000043,passenger
14450.67779231933,14510.67779231933,EVTOL_001,landing,False,,F000042,repositioning
14510.67779231933,14570.67779231933,EVTOL_001,idle,False,BW,,
14570.67779231933,14809.071346268516,EVTOL_001,idle,True,BW,,
14685.641101028112,14745.641101028112,EVTOL_002,departure_finalization,False,LYBV,F000043,passenger
14745.641101028112,14785.641101028112,EVTOL_002,takeoff,False,,F000043,passenger
14785.641101028112,15122.089289028112,EVTOL_002,cruise,False,,F000043,passenger
14809.071346268516,15004.071346268516,EVTOL_001,boarding,True,BW,F000044,passenger
14913.918401359026,14973.918401359026,EVTOL_004,departure_finalization,False,LYBE,F000045,repositioning
14973.006634478768,15033.006634478768,EVTOL_003,departure_finalization,False,LYBE,F000046,repositioning
14973.918401359026,15013.918401359026,EVTOL_004,takeoff,False,,F000045,repositioning
15004.071346268516,15064.071346268516,EVTOL_001,departure_finalization,False,BW,F000044,passenger
15013.918401359026,15350.366589359026,EVTOL_004,cruise,False,,F000045,repositioning
15033.006634478768,15073.006634478768,EVTOL_003,takeoff,False,,F000046,repositioning
15064.071346268516,15104.071346268516,EVTOL_001,takeoff,False,,F000044,passenger
15073.006634478768,15400.80684847877,EVTOL_003,cruise,False,,F000046,repositioning
15104.071346268516,15328.907168268517,EVTOL_001,cruise,False,,F000044,passenger
15122.089289028112,15182.089289028112,EVTOL_002,landing,False,,F000043,passenger
15182.089289028112,15242.089289028112,EVTOL_002,disembarking,False,LYBE,F000043,passenger
15242.089289028112,15440.089289028112,EVTOL_002,disembarking,True,LYBE,F000043,passenger
15328.907168268517,15388.907168268517,EVTOL_001,landing,False,,F000044,passenger
15350.366589359026,15410.366589359026,EVTOL_004,landing,False,,F000045,repositioning
15388.907168268517,15448.907168268517,EVTOL_001,disembarking,False,LYBE,F000044,passenger
15400.80684847877,15460.80684847877,EVTOL_003,landing,False,,F000046,repositioning
15410.366589359026,15470.366589359026,EVTOL_004,idle,False,LYBV,,
15440.089289028112,15503.896104303276,EVTOL_002,idle,True,LYBE,,
15448.907168268517,15514.907168268517,EVTOL_001,disembarking,True,LYBE,F000044,passenger
15460.80684847877,15520.80684847877,EVTOL_003,cleaning,False,DOR,F000046,repositioning
15470.366589359026,15813.918401359026,EVTOL_004,idle,True,LYBV,,
15503.896104303276,15563.896104303276,EVTOL_002,departure_finalization,False,LYBE,F000047,repositioning
15514.907168268517,15926.243163745257,EVTOL_001,idle,True,LYBE,,
15520.80684847877,16060.80684847877,EVTOL_003,cleaning,True,DOR,F000046,repositioning
15563.896104303276,15603.896104303276,EVTOL_002,takeoff,False,,F000047,repositioning
15603.896104303276,15828.731926303277,EVTOL_002,cruise,False,,F000047,repositioning
