snapshot_id,time_s,group_id,passenger_ids,origin,destination,aircraft_id,available_at_s,available_location,forecast_energy_kwh,status,reason,boarding_start_s,takeoff_s,repositioning,energy_ready_s,resource_constraints,constraint_vertiport,selected
9,-8669.46440849368,G:BW:LYBE:SYN2-343-D:P0001,SYN2-343-D:P0001,BW,LYBE,EVTOL_003,-8669.46440849368,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
9,-8669.46440849368,G:BW:LYBE:SYN2-343-D:P0001,SYN2-343-D:P0001,BW,LYBE,EVTOL_004,-8669.46440849368,LYBE,114.90897832632818,excluded,pinned_aircraft_policy,,,False,,,,False
10,-8609.46440849368,G:BW:LYBE:SYN2-343-D:P0001,SYN2-343-D:P0001,BW,LYBE,EVTOL_001,-8609.46440849368,BW,110.90133285277777,feasible,,-8094.300230493682,-7839.300230493682,False,-8609.46440849368,,,True
10,-8609.46440849368,G:BW:LYBE:SYN2-343-D:P0001,SYN2-343-D:P0001,BW,LYBE,EVTOL_002,-8609.46440849368,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
10,-8609.46440849368,G:BW:LYBE:SYN2-343-D:P0001,SYN2-343-D:P0001,BW,LYBE,EVTOL_003,-8609.46440849368,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
10,-8609.46440849368,G:BW:LYBE:SYN2-343-D:P0001,SYN2-343-D:P0001,BW,LYBE,EVTOL_004,-8609.46440849368,LYBE,115.71217512587499,excluded,pinned_aircraft_policy,,,False,,,,False
11,-8549.46440849368,G:BW:LYBE:SYN2-343-D:P0001,SYN2-343-D:P0001,BW,LYBE,EVTOL_001,-8549.46440849368,BW,110.90133285277777,feasible,,-8094.300230493682,-7839.300230493682,False,-8549.46440849368,,,True
11,-8549.46440849368,G:BW:LYBE:SYN2-343-D:P0001,SYN2-343-D:P0001,BW,LYBE,EVTOL_002,-8549.46440849368,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
11,-8549.46440849368,G:BW:LYBE:SYN2-343-D:P0001,SYN2-343-D:P0001,BW,LYBE,EVTOL_003,-8549.46440849368,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
11,-8549.46440849368,G:BW:LYBE:SYN2-343-D:P0001,SYN2-343-D:P0001,BW,LYBE,EVTOL_004,-8549.46440849368,LYBE,116.5013548881661,excluded,pinned_aircraft_policy,,,False,,,,False
12,-8258.830503761948,G:BW:LYBE:SYN2-343-D:P0001,SYN2-343-D:P0001,BW,LYBE,EVTOL_001,-8258.830503761948,BW,115.22745960718062,feasible,,-8094.300230493682,-7839.300230493682,False,-8258.830503761948,,,True
12,-8258.830503761948,G:BW:LYBE:SYN2-343-D:P0001,SYN2-343-D:P0001,BW,LYBE,EVTOL_002,-8258.830503761948,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
12,-8258.830503761948,G:BW:LYBE:SYN2-343-D:P0001,SYN2-343-D:P0001,BW,LYBE,EVTOL_003,-8258.830503761948,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
12,-8258.830503761948,G:BW:LYBE:SYN2-343-D:P0001,SYN2-343-D:P0001,BW,LYBE,EVTOL_004,-8258.830503761948,LYBE,120.13343686681367,excluded,pinned_aircraft_policy,,,False,,,,False
13,-8094.300230493682,G:BW:LYBE:SYN2-343-D:P0001,SYN2-343-D:P0001,BW,LYBE,EVTOL_001,-8094.300230493682,BW,117.3816151681843,feasible,,-8094.300230493682,-7839.300230493682,False,-8094.300230493682,,,True
13,-8094.300230493682,G:BW:LYBE:SYN2-343-D:P0001,SYN2-343-D:P0001,BW,LYBE,EVTOL_002,-8094.300230493682,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
13,-8094.300230493682,G:BW:LYBE:SYN2-343-D:P0001,SYN2-343-D:P0001,BW,LYBE,EVTOL_003,-8094.300230493682,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
13,-8094.300230493682,G:BW:LYBE:SYN2-343-D:P0001,SYN2-343-D:P0001,BW,LYBE,EVTOL_004,-8094.300230493682,LYBE,122.05636966946213,excluded,pinned_aircraft_policy,,,False,,,,False
14,-7867.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_001,-7388.464408493682,LYBE,91.82846241048158,feasible,,-6892.016220493681,-6538.954801496029,True,-7388.464408493682,,,False
14,-7867.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_002,-7867.877857624137,LYBE,142.0,feasible,,-6967.877857624137,-6712.877857624137,True,-7867.877857624137,,,True
14,-7867.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_003,-7867.877857624137,LYBE,142.0,feasible,,-6967.877857624137,-6712.877857624137,True,-7867.877857624137,,,False
14,-7867.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_004,-7867.877857624137,LYBE,124.55536260057929,feasible,,-6967.877857624137,-6712.877857624137,True,-7867.877857624137,,,False
15,-7867.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_001,-7388.464408493682,LYBE,91.82846241048158,excluded,pinned_aircraft_policy,,,False,,,,False
15,-7867.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_002,-7371.429669624136,LYBV,104.23559432777778,feasible,,-6967.877857624137,-6712.877857624137,False,-7371.429669624136,,,True
15,-7867.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_003,-7867.877857624137,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
15,-7867.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_004,-7867.877857624137,LYBE,124.55536260057929,excluded,pinned_aircraft_policy,,,False,,,,False
16,-7839.300230493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_001,-7388.464408493682,LYBE,91.82846241048158,excluded,pinned_aircraft_policy,,,False,,,,False
16,-7839.300230493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_002,-7371.429669624136,LYBV,104.23559432777778,feasible,,-6967.877857624137,-6712.877857624137,False,-7371.429669624136,,,True
16,-7839.300230493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_003,-7839.300230493682,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
16,-7839.300230493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_004,-7839.300230493682,LYBE,124.859132993378,excluded,pinned_aircraft_policy,,,False,,,,False
17,-7807.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_001,-7388.464408493682,LYBE,91.82846241048158,excluded,pinned_aircraft_policy,,,False,,,,False
17,-7807.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_002,-7371.429669624136,LYBV,104.23559432777778,feasible,,-6967.877857624137,-6712.877857624137,False,-7371.429669624136,,,True
17,-7807.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_003,-7807.877857624137,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
17,-7807.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_004,-7807.877857624137,LYBE,125.1902149447807,excluded,pinned_aircraft_policy,,,False,,,,False
18,-7799.300230493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_001,-7388.464408493682,LYBE,91.82846241048158,excluded,pinned_aircraft_policy,,,False,,,,False
18,-7799.300230493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_002,-7371.429669624136,LYBV,104.23559432777778,feasible,,-6967.877857624137,-6712.877857624137,False,-7371.429669624136,,,True
18,-7799.300230493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_003,-7799.300230493682,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
18,-7799.300230493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_004,-7799.300230493682,LYBE,125.28006401592354,excluded,pinned_aircraft_policy,,,False,,,,False
19,-7767.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_001,-7388.464408493682,LYBE,91.82846241048158,excluded,pinned_aircraft_policy,,,False,,,,False
19,-7767.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_002,-7371.429669624136,LYBV,104.23559432777778,feasible,,-6967.877857624137,-6712.877857624137,False,-7371.429669624136,,,True
19,-7767.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_003,-7767.877857624137,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
19,-7767.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_004,-7767.877857624137,LYBE,125.60728274477283,excluded,pinned_aircraft_policy,,,False,,,,False
20,-7574.464408493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_001,-7388.464408493682,LYBE,91.82846241048158,excluded,pinned_aircraft_policy,,,False,,,,False
20,-7574.464408493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_002,-7371.429669624136,LYBV,104.23559432777778,feasible,,-6967.877857624137,-6712.877857624137,False,-7371.429669624136,,,True
20,-7574.464408493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_003,-7574.464408493682,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
20,-7574.464408493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_004,-7574.464408493682,LYBE,127.55630475825771,excluded,pinned_aircraft_policy,,,False,,,,False
21,-7514.464408493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_001,-7388.464408493682,LYBE,91.82846241048158,excluded,pinned_aircraft_policy,,,False,,,,False
21,-7514.464408493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_002,-7371.429669624136,LYBV,104.23559432777778,feasible,,-6967.877857624137,-6712.877857624137,False,-7371.429669624136,,,True
21,-7514.464408493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_003,-7514.464408493682,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
21,-7514.464408493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_004,-7514.464408493682,LYBE,128.13878597990228,excluded,pinned_aircraft_policy,,,False,,,,False
22,-7454.464408493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_001,-7388.464408493682,LYBE,91.82846241048158,excluded,pinned_aircraft_policy,,,False,,,,False
22,-7454.464408493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_002,-7371.429669624136,LYBV,104.23559432777778,feasible,,-6967.877857624137,-6712.877857624137,False,-7371.429669624136,,,True
22,-7454.464408493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_003,-7454.464408493682,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
22,-7454.464408493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_004,-7454.464408493682,LYBE,128.71110199547388,excluded,pinned_aircraft_policy,,,False,,,,False
23,-7431.429669624136,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_001,-7388.464408493682,LYBE,91.82846241048158,excluded,pinned_aircraft_policy,,,False,,,,False
23,-7431.429669624136,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_002,-7371.429669624136,LYBV,104.23559432777778,feasible,,-6967.877857624137,-6712.877857624137,False,-7371.429669624136,,,True
23,-7431.429669624136,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_003,-7431.429669624136,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
23,-7431.429669624136,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_004,-7431.429669624136,LYBE,128.92815831901606,excluded,pinned_aircraft_policy,,,False,,,,False
24,-7388.464408493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_001,-7388.464408493682,LYBE,91.82846241048159,excluded,pinned_aircraft_policy,,,False,,,,False
24,-7388.464408493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_002,-7371.429669624136,LYBV,104.23559432777778,feasible,,-6967.877857624137,-6712.877857624137,False,-7371.429669624136,,,True
24,-7388.464408493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_003,-7388.464408493682,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
24,-7388.464408493682,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_004,-7388.464408493682,LYBE,129.32912043227776,excluded,pinned_aircraft_policy,,,False,,,,False
25,-7371.429669624136,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_001,-7371.429669624136,LYBE,92.58776949145496,excluded,pinned_aircraft_policy,,,False,,,,False
25,-7371.429669624136,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_002,-7371.429669624136,LYBV,104.23559432777778,feasible,,-6967.877857624137,-6712.877857624137,False,-7371.429669624136,,,True
25,-7371.429669624136,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_003,-7371.429669624136,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
25,-7371.429669624136,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_004,-7371.429669624136,LYBE,129.4866985557347,excluded,pinned_aircraft_policy,,,False,,,,False
26,-7311.429669624136,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_001,-7311.429669624136,LYBE,95.11916360227006,excluded,pinned_aircraft_policy,,,False,,,,False
26,-7311.429669624136,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_002,-7311.429669624136,LYBV,104.23559432777778,feasible,,-6967.877857624137,-6712.877857624137,False,-7311.429669624136,,,True
26,-7311.429669624136,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_003,-7311.429669624136,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
26,-7311.429669624136,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_004,-7311.429669624136,LYBE,130.03549139391876,excluded,pinned_aircraft_policy,,,False,,,,False
27,-6967.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_001,-6967.877857624137,LYBE,106.07750118987667,excluded,pinned_aircraft_policy,,,False,,,,False
27,-6967.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_002,-6967.877857624137,LYBV,111.64664821732379,feasible,,-6967.877857624137,-6712.877857624137,False,-6967.877857624137,,,True
27,-6967.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_003,-6967.877857624137,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
27,-6967.877857624137,G:LYBV:LYBE:SYN2-193-D:P0001,SYN2-193-D:P0001,LYBV,LYBE,EVTOL_004,-6967.877857624137,LYBE,132.9983751846115,excluded,pinned_aircraft_policy,,,False,,,,False
28,-6847.079570779751,G:BW:LYBE:SYN2-190-D:P0001,SYN2-190-D:P0001,BW,LYBE,EVTOL_001,-6847.079570779751,LYBE,108.8148036757327,feasible,,-5947.079570779751,-5692.079570779751,True,-6847.079570779751,,,True
28,-6847.079570779751,G:BW:LYBE:SYN2-190-D:P0001,SYN2-190-D:P0001,BW,LYBE,EVTOL_002,-6150.429669624136,LYBE,80.95848624097532,feasible,,-5765.593847624136,-5454.277650714918,True,-6150.429669624136,,,False
28,-6847.079570779751,G:BW:LYBE:SYN2-190-D:P0001,SYN2-190-D:P0001,BW,LYBE,EVTOL_003,-6847.079570779751,LYBE,142.0,feasible,,-5947.079570779751,-5692.079570779751,True,-6847.079570779751,,,False
28,-6847.079570779751,G:BW:LYBE:SYN2-190-D:P0001,SYN2-190-D:P0001,BW,LYBE,EVTOL_004,-6847.079570779751,LYBE,133.9712009287854,feasible,,-5947.079570779751,-5692.079570779751,True,-6847.079570779751,,,False
29,-6847.079570779751,G:BW:LYBE:SYN2-190-D:P0001,SYN2-190-D:P0001,BW,LYBE,EVTOL_001,-6462.243748779751,BW,77.71613652851048,feasible,,-5947.079570779751,-5692.079570779751,False,-6462.243748779751,,,True
29,-6847.079570779751,G:BW:LYBE:SYN2-190-D:P0001,SYN2-190-D:P0001,BW,LYBE,EVTOL_002,-6150.429669624136,LYBE,80.95848624097532,excluded,pinned_aircraft_policy,,,False,,,,False
29,-6847.079570779751,G:BW:LYBE:SYN2-190-D:P0001,SYN2-190-D:P0001,BW,LYBE,EVTOL_003,-6847.079570779751,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
29,-6847.079570779751,G:BW:LYBE:SYN2-190-D:P0001,SYN2-190-D:P0001,BW,LYBE,EVTOL_004,-6847.079570779751,LYBE,133.9712009287854,excluded,pinned_aircraft_policy,,,False,,,,False
30,-6796.814578951901,G:BW:LYBE:SYN2-190-D:P0001,SYN2-190-D:P0001,BW,LYBE,EVTOL_001,-6462.243748779751,BW,77.71613652851048,feasible,,-5947.079570779751,-5692.079570779751,False,-6462.243748779751,,,True
30,-6796.814578951901,G:BW:LYBE:SYN2-190-D:P0001,SYN2-190-D:P0001,BW,LYBE,EVTOL_002,-6150.429669624136,LYBE,80.95848624097532,excluded,pinned_aircraft_policy,,,False,,,,False
30,-6796.814578951901,G:BW:LYBE:SYN2-190-D:P0001,SYN2-190-D:P0001,BW,LYBE,EVTOL_003,-6796.814578951901,LYBE,142.0,excluded,pinned_aircraft_policy,,,False,,,,False
