id,airline_flight_id,origin,destination,request_time_s,latest_desired_takeoff_s,latest_terminal_arrival_s,terminal_access_duration_s,status,group_id,flight_id,boarding_start_s,takeoff_start_s,landing_end_s,disembarking_end_s,terminal_arrival_s,journey_end_s,boarding_end_s,waiting_time_min,within_wait_limit,wait_exceedance_min,request_to_takeoff_min,extra_after_boarding_min,journey_duration_min,terminal_target_lateness_min,wait_constraints,request_time_local,boarding_start_local,boarding_end_local,takeoff_start_local,landing_end_local,journey_end_local,terminal_arrival_local
SYN2-195-D:P0001,SYN2-195-D,JUG,LYBE,-4566.181744557622,-3186.1817445576216,-1780.5598837305488,663.8195488270726,completed,G:JUG:LYBE:SYN2-195-D:P0001,F000015,-3666.1817445576216,-3411.1817445576216,-2993.379432557622,-2867.379432557622,-2203.5598837305492,-2203.5598837305492,-3471.1817445576216,15.0,True,0.0,19.25,0.0,39.37703101378454,0.0,departure_preparation|group_formation|repositioning_flight,2026-07-30T22:43:53.818255+02:00,2026-07-30T22:58:53.818255+02:00,2026-07-30T23:02:08.818255+02:00,2026-07-30T23:03:08.818255+02:00,2026-07-30T23:10:06.620567+02:00,2026-07-30T23:23:16.440116+02:00,2026-07-30T23:23:16.440116+02:00
SYN2-002-A:P0001,SYN2-002-A,LYBE,EXPO,6095.428099285272,,,656.9324358497499,completed,G:LYBE:EXPO:SYN2-002-A:P0001,F000016,6995.428099285272,7250.428099285272,7451.190497285272,7577.190497285272,,7577.190497285272,7190.428099285272,15.0,True,0.0,19.25,0.0,24.696039966666664,,group_formation,2026-07-31T01:41:35.428099+02:00,2026-07-31T01:56:35.428099+02:00,2026-07-31T01:59:50.428099+02:00,2026-07-31T02:00:50.428099+02:00,2026-07-31T02:04:11.190497+02:00,2026-07-31T02:06:17.190497+02:00,
SYN2-003-A:P0002,SYN2-003-A,LYBE,BW,6277.665323532941,,,594.5905278570393,completed,G:LYBE:BW:SYN2-003-A:P0002,F000017,7177.665323532941,7432.665323532941,7757.501145532941,7883.501145532941,,7883.501145532941,7372.665323532941,15.0,True,0.0,19.25,0.0,26.763930366666667,,group_formation,2026-07-31T01:44:37.665324+02:00,2026-07-31T01:59:37.665324+02:00,2026-07-31T02:02:52.665324+02:00,2026-07-31T02:03:52.665324+02:00,2026-07-31T02:09:17.501146+02:00,2026-07-31T02:11:23.501146+02:00,
SYN2-003-A:P0001,SYN2-003-A,LYBE,LYBV,6976.813593248996,,,668.1773639800975,completed,G:LYBE:LYBV:SYN2-003-A:P0001,F000018,7876.813593248996,8131.813593248996,8568.261781248995,8694.261781248995,,8694.261781248995,8071.813593248996,15.0,True,0.0,19.25,0.0,28.624136466666656,,group_formation,2026-07-31T01:56:16.813593+02:00,2026-07-31T02:11:16.813593+02:00,2026-07-31T02:14:31.813593+02:00,2026-07-31T02:15:31.813593+02:00,2026-07-31T02:22:48.261781+02:00,2026-07-31T02:24:54.261781+02:00,
SYN2-345-D:P0003,SYN2-345-D,LYBV,LYBE,7589.9329442891485,8969.932944289149,10336.31387585395,605.9327435648001,completed,G:LYBV:LYBE:SYN2-345-D:P0003,F000021,8489.932944289149,8744.932944289149,9181.381132289149,9307.381132289149,9913.31387585395,9913.31387585395,8684.932944289149,15.0,True,0.0,19.25,0.0,38.723015526080026,0.0,aircraft_busy|departure_preparation|group_formation|repositioning_flight,2026-07-31T02:06:29.932944+02:00,2026-07-31T02:21:29.932944+02:00,2026-07-31T02:24:44.932944+02:00,2026-07-31T02:25:44.932944+02:00,2026-07-31T02:33:01.381132+02:00,2026-07-31T02:45:13.313876+02:00,2026-07-31T02:45:13.313876+02:00
SYN2-201-D:P0001,SYN2-201-D,DOR,LYBE,8089.2097747251555,9469.209774725156,10887.842148169571,666.8321594444146,completed,G:DOR:LYBE:SYN2-201-D:P0001,F000023,8989.209774725156,9244.209774725156,9672.009988725156,9798.009988725156,10464.842148169571,10464.842148169571,9184.209774725156,15.0,True,0.0,19.25,0.0,39.593872890740265,0.0,departure_preparation|group_formation|repositioning_flight,2026-07-31T02:14:49.209775+02:00,2026-07-31T02:29:49.209775+02:00,2026-07-31T02:33:04.209775+02:00,2026-07-31T02:34:04.209775+02:00,2026-07-31T02:41:12.009989+02:00,2026-07-31T02:54:24.842148+02:00,2026-07-31T02:54:24.842148+02:00
SYN2-345-D:P0001,SYN2-345-D,JUG,LYBE,8418.268381141666,9798.268381141666,11184.838957240754,644.7682640990876,completed,G:JUG:LYBE:SYN2-345-D:P0001,F000025,9318.268381141666,9573.268381141666,9991.070693141666,10117.070693141666,10761.838957240754,10761.838957240754,9513.268381141666,15.0,True,0.0,19.25,0.0,39.05950960165146,0.0,aircraft_busy|departure_preparation|group_formation|origin_tlof|repositioning_flight,2026-07-31T02:20:18.268381+02:00,2026-07-31T02:35:18.268381+02:00,2026-07-31T02:38:33.268381+02:00,2026-07-31T02:39:33.268381+02:00,2026-07-31T02:46:31.070693+02:00,2026-07-31T02:59:21.838957+02:00,2026-07-31T02:59:21.838957+02:00
SYN2-006-A:P0001,SYN2-006-A,LYBE,BW,8831.77902909776,,,598.304936918427,completed,G:LYBE:BW:SYN2-006-A:P0001,F000026,9731.77902909776,9991.070693141666,10315.906515141665,10441.906515141665,,10441.906515141665,9926.77902909776,15.0,True,0.0,19.321527734065118,0.07152773406511793,26.83545810073177,,aircraft_busy|group_formation,2026-07-31T02:27:11.779029+02:00,2026-07-31T02:42:11.779029+02:00,2026-07-31T02:45:26.779029+02:00,2026-07-31T02:46:31.070693+02:00,2026-07-31T02:51:55.906515+02:00,2026-07-31T02:54:01.906515+02:00,
SYN2-220-D:P0002,SYN2-220-D,LYBV,LYBE,9095.093146521776,10475.093146521776,11863.533128366276,627.9917938445001,completed,G:LYBV:LYBE:SYN2-220-D:P0002,F000027,9995.093146521776,10325.093146521776,10761.541334521777,10953.541334521777,11581.533128366276,11581.533128366276,10265.093146521776,15.0,True,0.0,20.5,0.0,41.440666364075,0.0,departure_preparation|group_formation|origin_tlof|repositioning_flight,2026-07-31T02:31:35.093147+02:00,2026-07-31T02:46:35.093147+02:00,2026-07-31T02:51:05.093147+02:00,2026-07-31T02:52:05.093147+02:00,2026-07-31T02:59:21.541335+02:00,2026-07-31T03:13:01.533128+02:00,2026-07-31T03:13:01.533128+02:00
SYN2-345-D:P0002,SYN2-345-D,BW,LYBE,9391.172641669054,10771.172641669054,12008.75773160782,588.7492679387651,completed,G:BW:LYBE:SYN2-345-D:P0002,F000030,10441.906515141665,10771.906515141665,11096.742337141666,11288.742337141666,11877.491605080431,11877.491605080431,10711.906515141665,17.512231224543516,False,2.5122312245435143,23.012231224543516,0.0,41.43864939018962,0.0,aircraft_busy|group_formation,2026-07-31T02:36:31.172642+02:00,2026-07-31T02:54:01.906515+02:00,2026-07-31T02:58:31.906515+02:00,2026-07-31T02:59:31.906515+02:00,2026-07-31T03:04:56.742337+02:00,2026-07-31T03:17:57.491605+02:00,2026-07-31T03:17:57.491605+02:00
SYN2-206-D:P0001,SYN2-206-D,DOR,LYBE,9447.26296300275,10827.26296300275,12187.601018734547,608.5378417317966,completed,G:DOR:LYBE:SYN2-206-D:P0001,F000031,10705.193471662771,11297.18929436647,11724.98950836647,11850.98950836647,12459.527350098268,12459.527350098268,10900.193471662771,20.965508477667026,False,5.965508477667027,30.83210552272867,5.616597045061644,50.204406451591964,4.532105522728671,aircraft_busy|battery_before_repositioning|departure_preparation|group_formation|origin_tlof|repositioning_flight,2026-07-31T02:37:27.262963+02:00,2026-07-31T02:58:25.193472+02:00,2026-07-31T03:01:40.193472+02:00,2026-07-31T03:08:17.189294+02:00,2026-07-31T03:15:24.989508+02:00,2026-07-31T03:27:39.527350+02:00,2026-07-31T03:27:39.527350+02:00
SYN2-344-D:P0001,SYN2-344-D,LYBV,LYBE,9698.944929701136,11078.944929701136,12517.047835122896,677.6547174217591,completed,G:LYBV:LYBE:SYN2-220-D:P0002,F000027,9995.093146521776,10325.093146521776,10761.541334521777,10953.541334521777,11631.196051943536,11631.196051943536,10265.093146521776,4.935803613677338,True,0.0,10.435803613677338,0.0,32.20418537070667,0.0,group_formation,2026-07-31T02:41:38.944930+02:00,2026-07-31T02:46:35.093147+02:00,2026-07-31T02:51:05.093147+02:00,2026-07-31T02:52:05.093147+02:00,2026-07-31T02:59:21.541335+02:00,2026-07-31T03:13:51.196052+02:00,2026-07-31T03:13:51.196052+02:00
SYN2-220-D:P0001,SYN2-220-D,JUG,LYBE,10177.39325766277,11557.39325766277,12932.749982090416,633.5544124276455,completed,G:JUG:LYBE:SYN2-220-D:P0001,F000033,11255.19556966277,11510.19556966277,11927.99788166277,12053.99788166277,12687.552294090416,12687.552294090416,11450.19556966277,17.963371866666662,False,2.9633718666666633,22.213371866666662,0.0,41.83598394046076,0.0,cleaning|departure_preparation|group_formation|repositioning_flight,2026-07-31T02:49:37.393258+02:00,2026-07-31T03:07:35.195570+02:00,2026-07-31T03:10:50.195570+02:00,2026-07-31T03:11:50.195570+02:00,2026-07-31T03:18:47.997882+02:00,2026-07-31T03:31:27.552294+02:00,2026-07-31T03:31:27.552294+02:00
SYN2-203-D:P0001,SYN2-203-D,BW,LYBE,10261.937961304033,11641.937961304033,12981.733422892557,690.9596395885258,completed,G:BW:LYBE:SYN2-345-D:P0002,F000030,10441.906515141665,10771.906515141665,11096.742337141666,11288.742337141666,11979.701976730192,11979.701976730192,10711.906515141665,2.999475897293875,True,0.0,8.499475897293875,0.0,28.62940025710265,0.0,aircraft_busy|group_formation,2026-07-31T02:51:01.937961+02:00,2026-07-31T02:54:01.906515+02:00,2026-07-31T02:58:31.906515+02:00,2026-07-31T02:59:31.906515+02:00,2026-07-31T03:04:56.742337+02:00,2026-07-31T03:19:39.701977+02:00,2026-07-31T03:19:39.701977+02:00
SYN2-200-D:P0001,SYN2-200-D,LYBV,LYBE,10770.76882854983,12150.76882854983,13516.816644821149,605.5996282713185,completed,G:LYBV:LYBE:SYN2-200-D:P0001,F000037,12402.376769046867,12657.376769046867,13093.824957046867,13219.824957046867,13825.424585318186,13825.424585318186,12597.376769046867,27.193465674950616,False,12.193465674950614,31.443465674950616,0.0,50.9109292794726,5.143465674950615,aircraft_busy|battery_before_repositioning|cleaning|departure_preparation|group_formation|repositioning_flight,2026-07-31T02:59:30.768829+02:00,2026-07-31T03:26:42.376769+02:00,2026-07-31T03:29:57.376769+02:00,2026-07-31T03:30:57.376769+02:00,2026-07-31T03:38:13.824957+02:00,2026-07-31T03:50:25.424585+02:00,2026-07-31T03:50:25.424585+02:00
SYN2-348-D:P0001,SYN2-348-D,BW,LYBE,10920.566175545653,12300.566175545653,13627.771604703346,678.3696071576933,completed,G:BW:LYBE:SYN2-348-D:P0001,F000035,11820.566175545653,12150.566175545653,12475.401997545654,12667.401997545654,13345.771604703346,13345.771604703346,12090.566175545653,15.0,True,0.0,20.5,0.0,40.42009048596155,0.0,aircraft_busy|departure_preparation|group_formation|origin_tlof|repositioning_flight,2026-07-31T03:02:00.566176+02:00,2026-07-31T03:17:00.566176+02:00,2026-07-31T03:21:30.566176+02:00,2026-07-31T03:22:30.566176+02:00,2026-07-31T03:27:55.401998+02:00,2026-07-31T03:42:25.771605+02:00,2026-07-31T03:42:25.771605+02:00
SYN2-210-D:P0001,SYN2-210-D,BW,LYBE,11115.937362751993,12495.937362751993,13734.182862850408,589.4096780984141,completed,G:BW:LYBE:SYN2-348-D:P0001,F000035,11820.566175545653,12150.566175545653,12475.401997545654,12667.401997545654,13256.811675644069,13256.811675644069,12090.566175545653,11.743813546561007,True,0.0,17.243813546561007,0.0,35.681238548201264,0.0,group_formation|repositioning_flight,2026-07-31T03:05:15.937363+02:00,2026-07-31T03:17:00.566176+02:00,2026-07-31T03:21:30.566176+02:00,2026-07-31T03:22:30.566176+02:00,2026-07-31T03:27:55.401998+02:00,2026-07-31T03:40:56.811676+02:00,2026-07-31T03:40:56.811676+02:00
SYN2-351-D:P0002,SYN2-351-D,DOR,LYBE,12192.99541038633,13572.99541038633,14923.03457705025,598.2389526639192,completed,G:DOR:LYBE:SYN2-351-D:P0002,F000039,13092.99541038633,13422.99541038633,13850.79562438633,14042.79562438633,14641.03457705025,14641.03457705025,13362.99541038633,15.0,True,0.0,20.5,0.0,40.80065277773201,0.0,departure_preparation|group_formation|repositioning_flight,2026-07-31T03:23:12.995410+02:00,2026-07-31T03:38:12.995410+02:00,2026-07-31T03:42:42.995410+02:00,2026-07-31T03:43:42.995410+02:00,2026-07-31T03:50:50.795624+02:00,2026-07-31T04:04:01.034577+02:00,2026-07-31T04:04:01.034577+02:00
SYN2-226-D:P0001,SYN2-226-D,JUG,LYBE,12494.406691386523,13874.406691386523,15265.122373715243,648.9133703287208,completed,G:JUG:LYBE:SYN2-226-D:P0001,F000040,13394.406691386523,13701.331171803813,14119.133483803813,14245.133483803813,14894.046854132534,14894.046854132534,13589.406691386523,15.0,True,0.0,20.11540800695484,0.86540800695484,39.99400271243351,0.0,aircraft_busy|departure_preparation|group_formation|repositioning_flight,2026-07-31T03:28:14.406691+02:00,2026-07-31T03:43:14.406691+02:00,2026-07-31T03:46:29.406691+02:00,2026-07-31T03:48:21.331172+02:00,2026-07-31T03:55:19.133484+02:00,2026-07-31T04:08:14.046854+02:00,2026-07-31T04:08:14.046854+02:00
SYN2-202-D:P0001,SYN2-202-D,DOR,LYBE,13009.984685464926,14389.984685464926,15693.58150361791,551.7966041529833,completed,G:DOR:LYBE:SYN2-351-D:P0002,F000039,13092.99541038633,13422.99541038633,13850.79562438633,14042.79562438633,14594.592228539314,14594.592228539314,13362.99541038633,1.3835120820233897,True,0.0,6.8835120820233895,0.0,26.41012571790646,0.0,group_formation,2026-07-31T03:36:49.984685+02:00,2026-07-31T03:38:12.995410+02:00,2026-07-31T03:42:42.995410+02:00,2026-07-31T03:43:42.995410+02:00,2026-07-31T03:50:50.795624+02:00,2026-07-31T04:03:14.592229+02:00,2026-07-31T04:03:14.592229+02:00
SYN2-217-D:P0001,SYN2-217-D,LYBV,LYBE,13440.641101028112,14820.641101028112,16243.211110003536,662.1218209754236,completed,G:LYBV:LYBE:SYN2-217-D:P0001,F000043,14340.641101028112,14745.641101028112,15182.089289028112,15440.089289028112,16102.211110003536,16102.211110003536,14685.641101028112,15.0,True,0.0,21.75,0.0,44.35950014959041,0.0,battery_before_repositioning|departure_preparation|group_formation|repositioning_flight,2026-07-31T03:44:00.641101+02:00,2026-07-31T03:59:00.641101+02:00,2026-07-31T04:04:45.641101+02:00,2026-07-31T04:05:45.641101+02:00,2026-07-31T04:13:02.089289+02:00,2026-07-31T04:28:22.211110+02:00,2026-07-31T04:28:22.211110+02:00
SYN2-211-D:P0001,SYN2-211-D,BW,LYBE,13909.071346268516,15289.071346268516,16489.078928742303,551.1717604737883,completed,G:BW:LYBE:SYN2-211-D:P0001,F000044,14809.071346268516,15064.071346268516,15388.907168268517,15514.907168268517,16066.078928742305,16066.078928742305,15004.071346268516,15.0,True,0.0,19.25,0.0,35.95012637456315,0.0,aircraft_busy|battery_before_repositioning|departure_preparation|group_formation|repositioning_flight,2026-07-31T03:51:49.071346+02:00,2026-07-31T04:06:49.071346+02:00,2026-07-31T04:10:04.071346+02:00,2026-07-31T04:11:04.071346+02:00,2026-07-31T04:16:28.907168+02:00,2026-07-31T04:27:46.078929+02:00,2026-07-31T04:27:46.078929+02:00
SYN2-214-D:P0002,SYN2-214-D,LYBV,LYBE,14083.208330879826,15463.208330879826,16868.274581673522,644.6180627936952,completed,G:LYBV:LYBE:SYN2-217-D:P0001,F000043,14340.641101028112,14745.641101028112,15182.089289028112,15440.089289028112,16084.707351821808,16084.707351821808,14685.641101028112,4.2905461691380875,True,0.0,11.040546169138088,0.0,33.35831701569968,0.0,group_formation,2026-07-31T03:54:43.208331+02:00,2026-07-31T03:59:00.641101+02:00,2026-07-31T04:04:45.641101+02:00,2026-07-31T04:05:45.641101+02:00,2026-07-31T04:13:02.089289+02:00,2026-07-31T04:28:04.707352+02:00,2026-07-31T04:28:04.707352+02:00
SYN2-349-D:P0001,SYN2-349-D,LYBV,LYBE,14163.040714364806,15543.040714364806,16849.679721954588,546.1908195897822,completed,G:LYBV:LYBE:SYN2-217-D:P0001,F000043,14340.641101028112,14745.641101028112,15182.089289028112,15440.089289028112,15986.280108617895,15986.280108617895,14685.641101028112,2.9600064443884246,True,0.0,9.710006444388425,0.0,30.38732323755148,0.0,group_formation,2026-07-31T03:56:03.040714+02:00,2026-07-31T03:59:00.641101+02:00,2026-07-31T04:04:45.641101+02:00,2026-07-31T04:05:45.641101+02:00,2026-07-31T04:13:02.089289+02:00,2026-07-31T04:26:26.280109+02:00,2026-07-31T04:26:26.280109+02:00
SYN2-235-D:P0001,SYN2-235-D,LYBV,LYBE,14913.918401359026,16293.918401359026,17625.71365440615,571.3470650471259,completed,G:LYBV:LYBE:SYN2-235-D:P0001,F000048,15813.918401359026,16068.918401359026,16505.366589359026,16631.366589359026,17202.71365440615,17202.71365440615,16008.918401359026,15.0,True,0.0,19.25,0.0,38.14658755078541,0.0,departure_preparation|group_formation|repositioning_flight,2026-07-31T04:08:33.918401+02:00,2026-07-31T04:23:33.918401+02:00,2026-07-31T04:26:48.918401+02:00,2026-07-31T04:27:48.918401+02:00,2026-07-31T04:35:05.366589+02:00,2026-07-31T04:46:42.713654+02:00,2026-07-31T04:46:42.713654+02:00
SYN2-351-D:P0001,SYN2-351-D,DOR,LYBE,14973.006634478768,16353.006634478768,17778.035842082492,673.2289936037234,completed,G:DOR:LYBE:SYN2-351-D:P0001,F000051,16060.80684847877,16380.416429599574,16808.216643599575,16934.216643599575,17607.4456372033,17607.4456372033,16255.80684847877,18.13000356666668,False,3.1300035666666797,23.4568299186801,1.0768263520134194,43.9073167120755,0.0,cleaning|departure_preparation|group_formation|repositioning_flight,2026-07-31T04:09:33.006634+02:00,2026-07-31T04:27:40.806848+02:00,2026-07-31T04:30:55.806848+02:00,2026-07-31T04:33:00.416430+02:00,2026-07-31T04:40:08.216644+02:00,2026-07-31T04:53:27.445637+02:00,2026-07-31T04:53:27.445637+02:00
SYN2-216-D:P0001,SYN2-216-D,BW,LYBE,15003.522600469383,16383.522600469383,17633.772212161493,601.4137896921108,completed,G:BW:LYBE:SYN2-216-D:P0001,F000049,15903.522600469383,16423.380821599574,16748.216643599575,16940.216643599575,17541.630433291684,17541.630433291684,16173.522600469383,15.0,True,0.0,23.66430368550318,3.1643036855031825,42.30179721370502,0.0,aircraft_busy|battery_before_repositioning|departure_preparation|group_formation|repositioning_flight,2026-07-31T04:10:03.522600+02:00,2026-07-31T04:25:03.522600+02:00,2026-07-31T04:29:33.522600+02:00,2026-07-31T04:33:43.380822+02:00,2026-07-31T04:39:08.216644+02:00,2026-07-31T04:52:21.630433+02:00,2026-07-31T04:52:21.630433+02:00
SYN2-233-D:P0001,SYN2-233-D,BW,LYBE,15471.77209070688,16851.77209070688,18160.5597869868,659.9518742799181,completed,G:BW:LYBE:SYN2-216-D:P0001,F000049,15903.522600469383,16423.380821599574,16748.216643599575,16940.216643599575,17600.168517879494,17600.168517879494,16173.522600469383,7.195841829375058,True,0.0,15.86014551487824,3.1643036855031825,35.47327378621024,0.0,battery_before_repositioning|departure_preparation|group_formation|repositioning_flight,2026-07-31T04:17:51.772091+02:00,2026-07-31T04:25:03.522600+02:00,2026-07-31T04:29:33.522600+02:00,2026-07-31T04:33:43.380822+02:00,2026-07-31T04:39:08.216644+02:00,2026-07-31T04:53:20.168518+02:00,2026-07-31T04:53:20.168518+02:00
SYN2-232-D:P0001,SYN2-232-D,JUG,LYBE,15653.48940284651,17033.48940284651,18351.590348409944,576.2986335634346,completed,G:JUG:LYBE:SYN2-232-D:P0001,F000052,16553.48940284651,17012.72324270822,17430.52555470822,17688.52555470822,18264.824188271654,18264.824188271654,16898.48940284651,15.0,True,0.0,22.653897331028507,0.9038973310285049,43.52224642375241,0.0,battery_before_repositioning|departure_preparation|group_formation|repositioning_flight,2026-07-31T04:20:53.489403+02:00,2026-07-31T04:35:53.489403+02:00,2026-07-31T04:41:38.489403+02:00,2026-07-31T04:43:32.723243+02:00,2026-07-31T04:50:30.525555+02:00,2026-07-31T05:04:24.824188+02:00,2026-07-31T05:04:24.824188+02:00
