start_s,end_s,vertiport,waiting_passengers
21462.003095445805,21550.408268370757,LYBE,3
21550.408268370757,21611.710614597956,LYBE,0
21611.71061459796,21733.705321996273,LYBE,0
21611.71061459796,35340.64000022498,EXPO,0
21611.71061459796,22090.02646457314,BW,1
21611.71061459796,22136.319521225003,JUG,0
21611.71061459796,31063.12534593749,DOR,0
21611.71061459796,26374.713834224855,LYBV,0
21733.705321996273,21873.83092331889,LYBE,1
21873.83092331889,22633.705321996273,LYBE,2
22090.02646457314,22989.86376443103,BW,2
22136.319521225003,23506.63323531889,JUG,1
22633.705321996273,22773.83092331889,LYBE,1
22773.83092331889,31926.81901284181,LYBE,0
22989.86376443103,24993.442179245856,BW,0
23506.63323531889,24775.239550854796,JUG,0
24775.239550854796,25675.239550854796,JUG,1
24993.442179245856,25893.442179245856,BW,1
25675.239550854796,37603.2755741492,JUG,0
25893.442179245856,26819.626134787482,BW,0
26374.713834224855,26666.84917321565,LYBV,1
26666.84917321565,27274.713834224855,LYBV,2
26819.626134787482,27719.626134787482,BW,1
27274.713834224855,29169.18586788682,LYBV,0
27719.626134787482,28734.3212764861,BW,0
28734.3212764861,29634.3212764861,BW,1
29169.18586788682,30069.18586788682,LYBV,1
29634.3212764861,31822.94433290555,BW,0
30069.18586788682,30429.657255408452,LYBV,0
30429.657255408452,30861.179854833932,LYBV,1
30861.179854833932,31329.657255408452,LYBV,2
31063.12534593749,31963.12534593749,DOR,1
31329.657255408452,32002.33068287823,LYBV,0
31822.94433290555,32722.94433290555,BW,1
31926.81901284181,31953.8223478915,LYBE,1
31953.8223478915,32033.0018437256,LYBE,2
31963.12534593749,32301.47888255032,DOR,0
32002.33068287823,33865.22834290555,LYBV,1
32033.0018437256,32037.121583473265,LYBE,3
32037.121583473265,32200.559320340875,LYBE,4
32200.559320340875,32826.81901284181,LYBE,5
32301.47888255032,33816.61922684181,DOR,1
32722.94433290555,32774.27742442932,BW,0
32774.27742442932,32792.1786749687,BW,1
32792.1786749687,33674.27742442932,BW,2
32826.81901284181,32853.8223478915,LYBE,3
32853.8223478915,32933.0018437256,LYBE,1
32933.0018437256,32974.42084425072,LYBE,0
32974.42084425072,33098.756599839915,LYBE,1
33098.756599839915,33975.38815157781,LYBE,2
33674.27742442932,33873.24379896115,BW,0
33816.61922684181,35969.56084663348,DOR,0
33865.22834290555,34835.488713797036,LYBV,0
33873.24379896115,34227.8316121829,BW,1
33975.38815157781,34028.78015490555,LYBE,3
34028.78015490555,36321.31907235825,LYBE,0
34227.8316121829,34740.06636657142,BW,2
34740.06636657142,35016.61597690555,BW,3
34835.488713797036,35735.488713797036,LYBV,1
35016.61597690555,38336.92003205215,BW,0
35340.64000022498,36240.64000022498,EXPO,1
35735.488713797036,45731.088410455624,LYBV,0
35969.56084663348,36621.71132088437,DOR,1
36240.64000022498,40699.29246873345,EXPO,0
36321.31907235825,37221.31907235825,LYBE,1
36621.71132088437,36869.56084663348,DOR,2
36869.56084663348,38445.06109839003,DOR,0
37221.31907235825,38076.48485751364,LYBE,0
37603.2755741492,38163.74010635352,JUG,1
38076.48485751364,38258.0190516311,LYBE,1
38163.74010635352,38224.79641444117,JUG,2
38224.79641444117,38814.72234405215,JUG,3
38258.0190516311,38717.0513026789,LYBE,2
38336.92003205215,38422.36548397377,BW,1
38422.36548397377,39111.30382970655,BW,2
38445.06109839003,42499.753387930825,DOR,1
38717.0513026789,38810.22154757295,LYBE,3
38810.22154757295,38976.48485751364,LYBE,4
38814.72234405215,47396.93215103284,JUG,0
38976.48485751364,38977.03897660966,LYBE,3
38977.03897660966,39124.39160290777,LYBE,4
39111.30382970655,39236.92003205215,BW,3
39124.39160290777,39158.0190516311,LYBE,5
39158.0190516311,39213.41002112537,LYBE,4
39213.41002112537,39834.76146489913,LYBE,5
39236.92003205215,39722.290228247635,BW,0
39722.290228247635,39804.905746373704,BW,1
39804.905746373704,40622.290228247635,BW,2
39834.76146489913,39895.52465605215,LYBE,6
39895.52465605215,39930.491873260056,LYBE,4
39930.491873260056,40026.75585405215,LYBE,5
40026.75585405215,40224.75585405215,LYBE,3
40224.75585405215,40336.4828448576,LYBE,1
40336.4828448576,40522.68835263792,LYBE,2
40522.68835263792,40601.39207670909,LYBE,3
40601.39207670909,40742.240114319364,LYBE,4
40622.290228247635,42834.388271489464,BW,0
40699.29246873345,48567.711797729935,EXPO,1
40742.240114319364,41141.85296639672,LYBE,5
41141.85296639672,41144.07383813758,LYBE,6
41144.07383813758,41378.27972002309,LYBE,7
41378.27972002309,41396.08367609546,LYBE,5
41396.08367609546,41438.27972002309,LYBE,6
41438.27972002309,41616.06221116555,LYBE,4
41616.06221116555,41638.526887961714,LYBE,5
41638.526887961714,42041.85296639672,LYBE,2
42041.85296639672,42490.57616076573,LYBE,1
42490.57616076573,42519.411987282845,LYBE,2
42499.753387930825,44880.681598155716,DOR,0
42519.411987282845,42729.56491543879,LYBE,3
42729.56491543879,42770.971383956465,LYBE,4
42770.971383956465,42884.37776239672,LYBE,5
42834.388271489464,43734.388271489464,BW,1
42884.37776239672,43167.145849395354,LYBE,3
43167.145849395354,43257.51090854269,LYBE,4
43257.51090854269,43323.91804344414,LYBE,5
43323.91804344414,43390.57616076573,LYBE,6
43390.57616076573,43728.9015301286,LYBE,4
43728.9015301286,43749.915786647754,LYBE,5
43734.388271489464,45563.91464111809,BW,0
43749.915786647754,43921.304529199406,LYBE,6
43921.304529199406,44078.19266122712,LYBE,7
44078.19266122712,44440.224093489465,LYBE,3
44440.224093489465,44574.82131748607,LYBE,2
44574.82131748607,44953.12911450118,LYBE,3
44880.681598155716,45780.681598155716,DOR,1
44953.12911450118,45190.06674125814,LYBE,1
45190.06674125814,45231.9166820267,LYBE,2
45231.9166820267,45446.69503909232,LYBE,1
45446.69503909232,46090.06674125814,LYBE,2
45563.91464111809,45926.87121875154,BW,1
45731.088410455624,46907.51492925814,LYBV,1
45780.681598155716,52429.450670075785,DOR,0
45926.87121875154,46706.01130704406,BW,2
46090.06674125814,46452.398941044055,LYBE,1
46452.398941044055,46730.6562340706,LYBE,2
46706.01130704406,51768.31080431563,BW,0
46730.6562340706,46958.13680064154,LYBE,1
46907.51492925814,47175.83128931378,LYBV,0
46958.13680064154,47031.9984744818,LYBE,2
47031.9984744818,47085.949399729936,LYBE,3
47085.949399729936,47180.63891158868,LYBE,4
47175.83128931378,47775.98366000167,LYBV,1
47180.63891158868,47352.398941044055,LYBE,5
47352.398941044055,47985.949399729936,LYBE,2
47396.93215103284,48433.201253044055,JUG,1
47775.98366000167,48075.83128931378,LYBV,2
47985.949399729936,48080.08230043169,LYBE,1
48075.83128931378,52332.95032084935,LYBV,0
48080.08230043169,48280.19448063859,LYBE,2
48280.19448063859,48567.73378520848,LYBE,0
48433.201253044055,49413.103388764095,JUG,0
48567.711797729935,50442.1975900576,EXPO,0
48567.73378520848,49029.717631258754,LYBE,1
49029.717631258754,49160.40517434872,LYBE,2
49160.40517434872,49186.626758682505,LYBE,3
49186.626758682505,49467.73378520848,LYBE,4
49413.103388764095,49955.768660283284,JUG,1
49467.73378520848,49656.829556245764,LYBE,3
49656.829556245764,49929.717631258754,LYBE,4
49929.717631258754,50556.829556245764,LYBE,1
49955.768660283284,50313.103388764095,JUG,2
50313.103388764095,54910.06865164083,JUG,0
50442.1975900576,51342.1975900576,EXPO,1
50556.829556245764,50669.393226538516,LYBE,0
50669.393226538516,50939.19857277814,LYBE,1
50939.19857277814,51569.393226538516,LYBE,2
51342.1975900576,58695.20508892976,EXPO,0
51569.393226538516,51839.19857277814,LYBE,1
51768.31080431563,52668.31080431563,BW,1
51839.19857277814,55137.16277842079,LYBE,0
52332.95032084935,53212.449819717316,LYBV,1
52429.450670075785,53329.450670075785,DOR,1
52668.31080431563,53534.60767194917,BW,0
53212.449819717316,53232.95032084935,LYBV,2
53232.95032084935,89109.1052721291,LYBV,0
53329.450670075785,54570.54520991195,DOR,0
53534.60767194917,53739.63782082979,BW,1
53739.63782082979,54434.60767194917,BW,2
54434.60767194917,55656.94886362265,BW,0
54570.54520991195,55470.54520991195,DOR,1
54910.06865164083,55810.06865164083,JUG,1
55137.16277842079,56037.16277842079,LYBE,1
55470.54520991195,56701.83566003866,DOR,0
55656.94886362265,56641.78468562265,BW,1
55810.06865164083,56049.626912125386,JUG,0
56037.16277842079,57185.535821232574,LYBE,0
56049.626912125386,57201.18982242079,JUG,1
56641.78468562265,59704.84153021605,BW,0
56701.83566003866,57601.83566003866,DOR,1
57185.535821232574,57379.685620665274,LYBE,1
57201.18982242079,57955.25026565548,JUG,0
57379.685620665274,57690.476823897545,LYBE,2
57601.83566003866,74854.73146226152,DOR,0
57690.476823897545,58085.535821232574,LYBE,3
57955.25026565548,58884.33813323257,JUG,1
58085.535821232574,58279.685620665274,LYBE,2
58279.685620665274,58590.476823897545,LYBE,1
58590.476823897545,59673.2126213696,LYBE,0
58695.20508892976,59595.20508892976,EXPO,1
58884.33813323257,60174.16953541504,JUG,0
59595.20508892976,65950.63750773614,EXPO,0
59673.2126213696,59700.128498326376,LYBE,1
59700.128498326376,59837.66144251678,LYBE,2
59704.84153021605,59868.107923682015,BW,1
59837.66144251678,59898.79376526002,LYBE,3
59868.107923682015,60604.84153021605,BW,2
59898.79376526002,60199.90211917658,LYBE,4
60174.16953541504,61074.16953541504,JUG,1
60199.90211917658,60573.2126213696,LYBE,5
60573.2126213696,60600.128498326376,LYBE,2
60600.128498326376,60818.92603506104,LYBE,1
60604.84153021605,63840.597772732996,BW,0
60818.92603506104,60845.269389208275,LYBE,2
60845.269389208275,60865.324589163996,LYBE,3
60865.324589163996,60997.984419678316,LYBE,4
60997.984419678316,61031.119175512205,LYBE,5
61031.119175512205,61164.79238147301,LYBE,6
61074.16953541504,65077.44055487143,JUG,0
61164.79238147301,61216.09107511105,LYBE,7
61216.09107511105,61250.75271969478,LYBE,8
61250.75271969478,61332.34166319689,LYBE,9
61332.34166319689,61451.67735221605,LYBE,10
61451.67735221605,61501.22871876582,LYBE,8
61501.22871876582,61872.97184741504,LYBE,9
61872.97184741504,61876.733122326375,LYBE,6
61876.733122326375,61976.733122326375,LYBE,2
61976.733122326375,62009.42043246459,LYBE,0
62009.42043246459,62106.5314314047,LYBE,1
62106.5314314047,62149.96290471815,LYBE,2
62149.96290471815,62909.42043246459,LYBE,3
62909.42043246459,63245.643491415045,LYBE,2
63245.643491415045,63396.82939581135,LYBE,1
63396.82939581135,63583.91965304931,LYBE,2
63583.91965304931,63900.42907591023,LYBE,1
63840.597772732996,64279.749494154996,BW,1
63900.42907591023,64296.82939581135,LYBE,2
64279.749494154996,64615.77477995957,BW,2
64296.82939581135,64800.42907591023,LYBE,1
64615.77477995957,64740.597772732996,BW,3
64740.597772732996,64986.253332830034,BW,0
64800.42907591023,65771.8891485285,LYBE,0
64986.253332830034,65140.220378612576,BW,1
65077.44055487143,65977.44055487143,JUG,1
65140.220378612576,65886.25333283003,BW,2
65771.8891485285,66671.8891485285,LYBE,1
65886.25333283003,89109.1052721291,BW,0
65950.63750773614,66850.63750773614,EXPO,1
65977.44055487143,66122.46913780404,JUG,0
66122.46913780404,66350.94305979683,JUG,1
66350.94305979683,67508.39003164986,JUG,2
66671.8891485285,67104.55546005254,LYBE,0
66850.63750773614,89109.1052721291,EXPO,0
67104.55546005254,67379.63169645432,LYBE,1
67379.63169645432,67670.04203947812,LYBE,2
67508.39003164986,69260.67728270302,JUG,0
67670.04203947812,68004.55546005254,LYBE,3
68004.55546005254,68279.63169645432,LYBE,2
68279.63169645432,68570.04203947812,LYBE,1
68570.04203947812,71304.6394808475,LYBE,0
69260.67728270302,70160.67728270302,JUG,1
70160.67728270302,89109.1052721291,JUG,0
71304.6394808475,72204.6394808475,LYBE,1
72204.6394808475,73274.43603007599,LYBE,0
73274.43603007599,74174.43603007599,LYBE,1
74174.43603007599,76249.57152745148,LYBE,0
74854.73146226152,75007.72675539037,DOR,1
75007.72675539037,75754.73146226152,DOR,2
75754.73146226152,89109.1052721291,DOR,0
76249.57152745148,76483.95577200805,LYBE,1
76483.95577200805,77149.57152745148,LYBE,2
77149.57152745148,77189.21813117022,LYBE,0
77189.21813117022,77425.55008378945,LYBE,1
77425.55008378945,77457.83026859499,LYBE,2
77457.83026859499,78089.21813117022,LYBE,3
78089.21813117022,78325.55008378945,LYBE,1
78325.55008378945,81237.43878912872,LYBE,0
81237.43878912872,81339.92441574708,LYBE,1
81339.92441574708,81367.6608474296,LYBE,2
81367.6608474296,81741.43533944854,LYBE,3
81741.43533944854,82137.43878912872,LYBE,4
82137.43878912872,82239.92441574708,LYBE,3
82239.92441574708,82267.6608474296,LYBE,1
82267.6608474296,82330.3208607202,LYBE,0
82330.3208607202,82334.40869179284,LYBE,1
82334.40869179284,82342.44907025978,LYBE,2
82342.44907025978,82504.04738233962,LYBE,3
82504.04738233962,82827.47458733906,LYBE,4
82827.47458733906,83230.3208607202,LYBE,5
83230.3208607202,83242.44907025978,LYBE,2
83242.44907025978,83727.47458733906,LYBE,1
83727.47458733906,84139.30049713698,LYBE,0
84139.30049713698,84166.63690835034,LYBE,1
84166.63690835034,84313.62056683555,LYBE,2
84313.62056683555,84783.65276820802,LYBE,3
84783.65276820802,85039.30049713698,LYBE,4
85039.30049713698,85110.65327470153,LYBE,2
85110.65327470153,85213.62056683555,LYBE,3
85213.62056683555,85282.6868122836,LYBE,1
85282.6868122836,85409.0433316314,LYBE,2
85409.0433316314,85556.25078146881,LYBE,3
85556.25078146881,85581.8708378132,LYBE,4
85581.8708378132,85642.47019152266,LYBE,5
85642.47019152266,86198.45348870153,LYBE,6
86198.45348870153,86309.0433316314,LYBE,4
86309.0433316314,86646.43272483784,LYBE,2
86646.43272483784,86798.45348870153,LYBE,3
86798.45348870153,86973.53953508406,LYBE,1
86973.53953508406,86998.12324706969,LYBE,2
86998.12324706969,87503.26945012911,LYBE,3
87503.26945012911,87653.34986470152,LYBE,4
87653.34986470152,88075.92555906968,LYBE,2
88075.92555906968,88403.26945012911,LYBE,1
88403.26945012911,89109.1052721291,LYBE,0
