flight_id,aircraft_id,operation,origin,destination,passenger_count,passenger_ids,takeoff_start_s,landing_end_s,duration_min,distance_km,departure_energy_kwh,landing_energy_kwh,planned_energy_kwh,departure_soc,landing_soc,boarding_end_s,energy_ready_s,required_departure_energy_kwh,energy_context
F000044,EVTOL_001,passenger,BW,LYBE,1,SYN2-211-D:P0001,15064.071346268516,15388.907168268517,5.4139303666666665,13.490879,65.6143832609112,34.51571611368898,31.098667147222223,0.4620731215557127,0.2430684233358379,15004.071346268516,14985.326687615627,64.20853386194445,battery_after_repositioning
F000045,EVTOL_004,repositioning,LYBE,LYBV,0,,14973.918401359026,15410.366589359026,7.274136466666667,19.691566,86.06784331240407,48.30343764018185,37.764405672222225,0.6061115726225639,0.3401650538040975,,14913.918401359026,71.54084623944445,battery_at_origin
F000046,EVTOL_003,repositioning,LYBE,DOR,0,,15033.006634478768,15460.80684847877,7.130003566666668,19.211123,130.59102302831067,93.34309358108845,37.247929447222226,0.9196550917486667,0.6573457294442849,,14973.006634478768,70.97272239194444,battery_at_origin
F000047,EVTOL_002,repositioning,LYBE,BW,0,,15563.896104303276,15888.731926303277,5.4139303666666665,13.490879,64.20853386194449,33.10986671472227,31.098667147222223,0.4521727736756654,0.23316807545579066,,15503.896104303276,64.20853386194445,battery_at_origin
F000048,EVTOL_004,passenger,LYBV,LYBE,1,SYN2-235-D:P0001,16068.918401359026,16505.366589359026,7.274136466666667,19.691566,86.01147731946824,48.247071647246024,37.764405672222225,0.6057146290103397,0.3397681101918734,16008.918401359026,15813.918401359026,71.54084623944445,battery_after_repositioning
F000049,EVTOL_002,passenger,BW,LYBE,2,SYN2-216-D:P0001|SYN2-233-D:P0001,16423.380821599574,16748.216643599575,5.4139303666666665,13.490879,64.20853386194457,33.10986671472236,31.098667147222223,0.452172773675666,0.23316807545579124,16173.522600469383,16363.380821599572,64.20853386194445,battery_after_repositioning
F000050,EVTOL_001,repositioning,LYBE,JUG,0,,15986.243163745257,16404.045475745257,6.963371866666667,18.655684,70.3159157744445,33.66508325222229,36.650832522222224,0.4951825054538345,0.23707805107198796,,15926.243163745257,70.31591577444445,battery_at_origin
F000051,EVTOL_003,passenger,DOR,LYBE,1,SYN2-351-D:P0001,16380.416429599574,16808.216643599575,7.130003566666668,19.211123,113.77552811901596,76.52759867179374,37.247929447222226,0.8012361135141969,0.538926751209815,16255.80684847877,16060.80684847877,70.97272239194444,battery_after_repositioning
F000052,EVTOL_001,passenger,JUG,LYBE,3,SYN2-232-D:P0001|SYN2-234-D:P0001|SYN2-231-D:P0001,17012.72324270822,17430.52555470822,6.963371866666667,18.655684,70.3159157744445,33.66508325222229,36.650832522222224,0.4951825054538345,0.23707805107198796,16898.48940284651,16952.72324270822,70.31591577444445,battery_after_repositioning
F000053,EVTOL_003,repositioning,LYBE,JUG,0,,16994.216643599575,17412.018955599575,6.963371866666667,18.655684,80.75115415290847,44.10032163068625,36.650832522222224,0.5686700996683695,0.3105656452865229,,16934.216643599575,70.31591577444445,battery_at_origin
F000054,EVTOL_003,passenger,JUG,LYBE,1,SYN2-214-D:P0001,17881.560210849682,18299.362522849682,6.963371866666667,18.655684,70.3159157744443,33.66508325222209,36.650832522222224,0.49518250545383313,0.23707805107198654,17736.53511457393,17821.560210849682,70.31591577444445,battery_after_repositioning
F000055,EVTOL_001,repositioning,LYBE,JUG,0,,18039.203321671182,18457.005633671182,6.963371866666667,18.655684,70.3159157744445,33.66508325222229,36.650832522222224,0.4951825054538345,0.23707805107198796,,17979.203321671182,70.31591577444445,battery_at_origin
F000056,EVTOL_001,passenger,JUG,LYBE,1,SYN2-234-D:P0002,19065.683400634145,19483.485712634145,6.963371866666667,18.655684,70.3159157744445,33.66508325222229,36.650832522222224,0.4951825054538345,0.23707805107198796,18715.824249839374,19005.683400634145,70.31591577444445,battery_after_repositioning
F000057,EVTOL_001,passenger,LYBE,LYBV,2,SYN2-009-A:P0001|SYN2-014-A:P0001,21507.80321043103,21944.251398431028,7.274136466666667,19.691566,116.70130496749762,78.93689929527541,37.764405672222225,0.8218401758274481,0.5558936570089817,21447.80321043103,21177.80321043103,71.54084623944445,battery_at_origin
F000058,EVTOL_002,passenger,LYBE,BW,1,SYN2-010-A:P0001,21709.437456960703,22034.273278960703,5.4139303666666665,13.490879,142.0,110.90133285277777,31.098667147222223,1.0,0.7809953017801251,21649.437456960703,21454.437456960703,64.20853386194445,battery_at_origin
F000059,EVTOL_003,passenger,LYBE,EXPO,1,SYN2-015-A:P0001,21749.437456960703,21950.1998549607,3.3460399666666665,6.597911,131.82300330213258,108.13427675491036,23.688726547222224,0.9283310091699477,0.7615089912317631,21657.003095445805,21462.003095445805,56.05759920194445,battery_at_origin
F000060,EVTOL_004,passenger,LYBE,DOR,3,SYN2-017-A:P0002|SYN2-009-A:P0002|SYN2-017-A:P0001,21955.408268370757,22383.208482370756,7.130003566666668,19.211123,142.0,104.75207055277777,37.247929447222226,1.0,0.737690637695618,21895.408268370757,21550.408268370757,70.97272239194444,battery_at_origin
F000061,EVTOL_003,repositioning,EXPO,LYBE,0,,22136.1998549607,22336.9622529607,3.3460399666666665,6.597911,109.50263414146265,85.81390759424043,23.688726547222224,0.7711453108553707,0.6043232929171861,,22076.1998549607,56.05759920194445,battery_at_origin
F000062,EVTOL_002,repositioning,BW,LYBE,0,,22220.273278960703,22545.109100960704,5.4139303666666665,13.490879,112.01972745369967,80.92106030647746,31.098667147222223,0.7888713200964765,0.5698666218766019,,22160.273278960703,64.20853386194445,battery_at_origin
F000063,EVTOL_003,passenger,LYBE,LYBV,1,SYN2-019-A:P0001,22888.705321996273,23325.15350999627,7.274136466666667,19.691566,103.1130532916613,65.34864761943909,37.764405672222225,0.7261482626173331,0.46020174379886686,22828.705321996273,22633.705321996273,71.54084623944445,battery_after_repositioning
F000064,EVTOL_001,repositioning,LYBV,BW,0,,22796.251398431028,22989.86376443103,3.226872766666667,6.200687,107.76507127259822,84.503360525376,23.261710747222224,0.7589089526239311,0.5950940882068733,,22736.251398431028,55.58788182194445,battery_at_origin
F000065,EVTOL_002,passenger,LYBE,JUG,1,SYN2-019-A:P0002,23028.83092331889,23446.63323531889,6.963371866666667,18.655684,98.14203925274319,61.49120673052097,36.650832522222224,0.6911411214981915,0.43303666711634486,22968.83092331889,22773.83092331889,70.31591577444445,battery_after_repositioning
F000066,EVTOL_001,passenger,BW,LYBE,2,SYN2-236-D:P0001|SYN2-241-D:P0001,23319.86376443103,23644.69958643103,5.4139303666666665,13.490879,94.58997360726924,63.49130646004703,31.098667147222223,0.6661265746990792,0.4471218764792044,23259.86376443103,22989.86376443103,64.20853386194445,battery_after_repositioning
F000067,EVTOL_004,repositioning,DOR,JUG,0,,23356.156249318887,23506.63323531889,2.507949766666667,3.804277,118.84743237707659,98.16186237985437,20.685569997222224,0.8369537491343422,0.6912807209848899,,23296.156249318887,52.75412699694445,battery_at_origin
F000068,EVTOL_004,passenger,JUG,LYBE,1,SYN2-353-D:P0001,23761.63323531889,24179.435547318888,6.963371866666667,18.655684,102.58457296107967,65.93374043885746,36.650832522222224,0.7224265701484484,0.4643221157666018,23701.63323531889,23506.63323531889,70.31591577444445,battery_after_repositioning
F000069,EVTOL_002,repositioning,JUG,BW,0,,25053.442179245856,25228.408669245855,2.916108166666667,5.164805,116.09373542038821,93.945597823166,22.148137597222224,0.8175615170449875,0.6615887170645492,,24993.442179245856,54.36295135694445,battery_at_origin
F000070,EVTOL_003,repositioning,LYBV,JUG,0,,25053.442179245856,25340.021035245856,4.776314266666666,11.365492,118.3120190927303,89.49814297050808,28.81387612222222,0.8331832330473965,0.6302686124683667,,24993.442179245856,61.69526373444444,battery_at_origin
F000071,EVTOL_003,passenger,JUG,LYBE,1,SYN2-242-D:P0001,25930.239550854796,26348.041862854796,6.963371866666667,18.655684,106.07279813946658,69.42196561724437,36.650832522222224,0.7469915361934266,0.4888870818115801,25870.239550854796,25675.239550854796,70.31591577444445,battery_after_repositioning
F000072,EVTOL_002,passenger,BW,LYBE,1,SYN2-237-D:P0001,26148.442179245856,26473.278001245857,5.4139303666666665,13.490879,113.97706219233477,82.87839504511255,31.098667147222223,0.8026553675516533,0.5836506693317786,26088.442179245856,25893.442179245856,64.20853386194445,battery_after_repositioning
F000073,EVTOL_001,repositioning,LYBE,LYBV,0,,26473.278001245857,26909.726189245855,7.274136466666667,19.691566,129.84706829170202,92.08266261947979,37.764405672222225,0.9144159738852254,0.6484694550667591,,26413.278001245857,71.54084623944445,battery_at_origin
F000074,EVTOL_002,repositioning,LYBE,BW,0,,27259.278001245857,27584.113823245858,5.4139303666666665,13.490879,107.74029353183641,76.6416263846142,31.098667147222223,0.7587344614918058,0.539729763271931,,27199.278001245857,64.20853386194445,battery_at_origin
F000075,EVTOL_001,passenger,LYBV,LYBE,2,SYN2-246-D:P0001|SYN2-245-D:P0001,27604.713834224855,28041.162022224853,7.274136466666667,19.691566,109.60705259897274,71.84264692675053,37.764405672222225,0.7718806521054419,0.5059341332869756,27544.713834224855,27274.713834224855,71.54084623944445,battery_after_repositioning
F000076,EVTOL_002,passenger,BW,LYBE,1,SYN2-243-D:P0001,27974.626134787482,28299.461956787483,5.4139303666666665,13.490879,91.64239909050157,60.543731943279354,31.098667147222223,0.6453690076795885,0.42636430945971376,27914.626134787482,27719.626134787482,64.20853386194445,battery_after_repositioning
F000077,EVTOL_001,repositioning,LYBE,BW,0,,28794.3212764861,29119.1570984861,5.4139303666666665,13.490879,102.5408259012722,71.44215875404998,31.098667147222223,0.7221184922624803,0.5031137940426055,,28734.3212764861,64.20853386194445,battery_at_origin
F000078,EVTOL_002,repositioning,LYBE,LYBV,0,,29229.18586788682,29665.634055886818,7.274136466666667,19.691566,103.29503797296793,65.53063230074572,37.764405672222225,0.7274298448800559,0.4614833260615896,,29169.18586788682,71.54084623944445,battery_at_origin
F000079,EVTOL_001,passenger,BW,LYBE,1,SYN2-249-D:P0002,29889.3212764861,30214.1570984861,5.4139303666666665,13.490879,102.88307209712099,71.78440494989877,31.098667147222223,0.7245286767402886,0.5055239785204139,29829.3212764861,29634.3212764861,64.20853386194445,battery_after_repositioning
F000080,EVTOL_002,passenger,LYBV,LYBE,1,SYN2-356-D:P0001,30324.18586788682,30760.634055886818,7.274136466666667,19.691566,96.47405703215706,58.70965135993485,37.764405672222225,0.679394767832092,0.4134482490136257,30264.18586788682,30069.18586788682,71.54084623944445,battery_after_repositioning
F000081,EVTOL_001,repositioning,LYBE,LYBV,0,,30489.657255408452,30926.10544340845,7.274136466666667,19.691566,82.08086251410835,44.31645684188613,37.764405672222225,0.578034243057101,0.31208772423863473,,30429.657255408452,71.54084623944445,battery_at_origin
F000082,EVTOL_002,repositioning,LYBE,DOR,0,,31123.12534593749,31550.92555993749,7.130003566666668,19.211123,76.57614177580005,39.328212328577834,37.247929447222226,0.5392686040549299,0.27695924175054815,,31063.12534593749,70.97272239194444,battery_at_origin
F000083,EVTOL_001,passenger,LYBV,LYBE,2,SYN2-356-D:P0003|SYN2-249-D:P0001,31659.657255408452,32096.10544340845,7.274136466666667,19.691566,87.1610755491064,49.39666987688418,37.764405672222225,0.6138103911908901,0.34786387237242383,31599.657255408452,31349.134861024413,71.54084623944445,battery_after_repositioning
F000084,EVTOL_003,repositioning,LYBE,BW,0,,31882.94433290555,32207.78015490555,5.4139303666666665,13.490879,142.0,110.90133285277777,31.098667147222223,1.0,0.7809953017801251,,31822.94433290555,64.20853386194445,battery_at_origin
F000085,EVTOL_002,passenger,DOR,LYBE,1,SYN2-356-D:P0002,32218.12534593749,32645.92555993749,7.130003566666668,19.211123,79.57683353007965,42.328904082857434,37.247929447222226,0.5604002361273215,0.2980908738229397,32158.12534593749,32032.852360782377,70.97272239194444,battery_after_repositioning
F000086,EVTOL_003,passenger,BW,LYBE,1,SYN2-253-D:P0002,32977.94433290555,33302.78015490555,5.4139303666666665,13.490879,119.80361864620757,88.70495149898535,31.098667147222223,0.8436874552549829,0.6246827570351081,32917.94433290555,32722.94433290555,64.20853386194445,battery_after_repositioning
F000087,EVTOL_001,passenger,LYBE,BW,2,SYN2-023-A:P0003|SYN2-021-A:P0001,33156.81901284181,33481.65483484181,5.4139303666666665,13.490879,102.7828792522693,71.68421210504708,31.098667147222223,0.7238230933258402,0.5048183951059654,33096.81901284181,32826.81901284181,64.20853386194445,battery_at_origin
F000088,EVTOL_002,passenger,LYBE,DOR,2,SYN2-023-A:P0002|SYN2-022-A:P0001,33196.81901284181,33624.61922684181,7.130003566666668,19.211123,74.52169201857687,37.27376257135465,37.247929447222226,0.524800648018147,0.2624912857137652,33123.8223478915,33087.84313739198,70.97272239194444,battery_at_origin
F000089,EVTOL_004,passenger,LYBE,LYBV,1,SYN2-157-A:P0001,33302.78015490555,33739.22834290555,7.274136466666667,19.691566,142.0,104.23559432777778,37.764405672222225,1.0,0.7340534811815337,33128.0018437256,32933.0018437256,71.54084623944445,battery_at_origin
F000090,EVTOL_001,passenger,BW,LYBE,2,SYN2-259-D:P0001|SYN2-253-D:P0001,34004.27742442932,34329.11324642932,5.4139303666666665,13.490879,94.32227376167972,63.22360661445751,31.098667147222223,0.6642413645188713,0.44523666629899655,33944.27742442932,33674.27742442932,64.20853386194445,battery_at_origin
F000091,EVTOL_002,passenger,DOR,LYBE,1,SYN2-250-D:P0001,34193.93869111634,34621.73890511634,7.130003566666668,19.211123,70.97272239194434,33.724792944722125,37.247929447222226,0.49980790416862214,0.23749854186424033,34011.61922684181,34133.93869111634,70.97272239194444,battery_at_origin
F000092,EVTOL_004,passenger,LYBV,LYBE,1,SYN2-254-D:P0001,34120.22834290555,34556.676530905555,7.274136466666667,19.691566,110.18386839024382,72.41946271802159,37.764405672222225,0.7759427351425621,0.5099962163240958,34060.22834290555,33865.22834290555,71.54084623944445,battery_at_origin
F000093,EVTOL_003,passenger,LYBE,BW,3,SYN2-157-A:P0002|SYN2-023-A:P0001|SYN2-026-A:P0001,34433.78015490555,34758.61597690555,5.4139303666666665,13.490879,115.28655922189665,84.18789207467444,31.098667147222223,0.8118771776189905,0.5928724793991158,34373.78015490555,34028.78015490555,64.20853386194445,battery_at_origin
F000094,EVTOL_003,passenger,BW,LYBE,3,SYN2-260-D:P0001|SYN2-358-D:P0001|SYN2-360-D:P0001,35421.61597690555,35746.45179890555,5.4139303666666665,13.490879,105.34212730208381,74.2434601548616,31.098667147222223,0.7418459669160832,0.5228412686962084,35361.61597690555,35016.61597690555,64.20853386194445,battery_at_origin
F000095,EVTOL_001,repositioning,LYBE,LYBV,0,,35181.11324642932,35617.56143442932,7.274136466666667,19.691566,102.05404590633518,64.28964023411295,37.764405672222225,0.718690464129121,0.4527439453106546,,35121.11324642932,71.54084623944445,battery_at_origin
F000096,EVTOL_002,repositioning,LYBE,EXPO,0,,35400.64000022498,35601.40239822498,3.3460399666666665,6.597911,81.83545480986234,58.146728262640124,23.688726547222224,0.576306019787763,0.40948400184957834,,35340.64000022498,56.05759920194445,battery_at_origin
F000097,EVTOL_001,passenger,LYBV,LYBE,1,SYN2-254-D:P0002,35990.488713797036,36426.93690179704,7.274136466666667,19.691566,81.9279533378542,44.16354766563199,37.764405672222225,0.5769574178722127,0.3110108990537464,35930.488713797036,35774.28174014892,71.54084623944445,battery_after_repositioning
F000098,EVTOL_003,repositioning,LYBE,DOR,0,,36064.45179890555,36492.252012905556,7.130003566666668,19.211123,86.36876437977762,49.1208349325554,37.247929447222226,0.6082307350688565,0.3459213727644746,,36004.45179890555,70.97272239194444,battery_at_origin
