scenario,fleet_size,replication_index,status,generated_passengers,completed_passenger_journeys,unfinished_passengers,boarded_within_limit,fraction_boarding_within_wait_limit,mean_wait_to_boarding_min,p95_wait_to_boarding_min,max_wait_to_boarding_min,mean_request_to_takeoff_min,mean_terminal_target_lateness_min,passenger_flights,repositioning_flights,flight_energy_kwh,battery_energy_added_kwh,minimum_soc,cleanings_completed,start_time_s,end_time_s,start_datetime,end_datetime,event_count,diagnostics_enabled,energy_balance_residual_kwh,schema_version,demand_fingerprint,wait_limit_min,seat_load_factor_on_passenger_flights,repositioning_flight_fraction,repositioning_time_fraction,repositioning_energy_fraction,flight_energy_per_completed_passenger_kwh,total_boarding_exceedance_passenger_min,total_extra_after_boarding_passenger_min,extra_after_boarding_min_mean,extra_after_boarding_min_p95,extra_after_boarding_min_max,journey_duration_min_mean,journey_duration_min_p95,journey_duration_min_max,late_terminal_passengers,terminal_passengers_observed,unexplained_wait_passenger_min,queue_peak,queue_passenger_minutes,network_queue_peak
low,4,0,completed,237,237,0,187,0.7890295358649789,14.760674916113816,21.798324206366377,131.14032214994137,20.686259171317054,1.945788628654809,156,100,8440.975593938876,8198.896900414828,0.22583490844874962,24,-10476.269339413662,89109.1052721291,2026-07-30T21:05:23.730661+02:00,2026-08-01T00:45:09.105272+02:00,5021,True,1.2164491636212915e-11,2,f507c276067f55846b14cc69586a2ab9bf43095ffbf8543276bacc6332c5f9f3,15,0.3798076923076923,0.390625,0.3656745848739079,0.37452705677377773,35.6159307761134,409.9582252717791,137.1134684831682,0.5785378417011316,4.644629449382774,6.1541933818579615,34.86668028416968,46.135856632258566,150.6001356831571,14,113,0,10,3498.279955118974,10
low,4,1,completed,239,239,0,174,0.7280334728033473,15.720913079850243,30.512694089206768,96.2279811717673,22.139812687371215,4.779089930990009,148,95,8187.388009874983,7982.013503661036,0.22583490844874793,22,-8589.685791410968,89041.63539248033,2026-07-30T21:36:50.314209+02:00,2026-08-01T00:44:01.635392+02:00,4835,True,2.9388047551037744e-11,2,d636a3fa17f659c08b8032866b5a55dab8202538c2cbe44df8b0b1009bbd1ff8,15,0.40371621621621623,0.39094650205761317,0.36597221315774686,0.3746436984648223,34.25685359780328,808.6739226916078,190.86700619751375,0.7986067204916892,4.892716132413625,6.163967928271692,36.533944677474096,54.4831703604475,123.50815734171786,26,112,0,10,3757.298226084206,13
