request_hour_local,origin,destination,generated_passengers,boarded_passengers,completed_journeys,on_time_passengers,fraction_boarding_within_wait_limit,wait_to_boarding_min_mean,wait_to_boarding_min_p95,wait_to_boarding_min_max,extra_after_boarding_min_mean,extra_after_boarding_min_p95,extra_after_boarding_min_max,journey_duration_min_mean,journey_duration_min_p95,journey_duration_min_max
2026-07-31T05:00:00+02:00,LYBE,LYBV,2,2,2,2,1.0,15.0,15.0,15.0,0.0,0.0,0.0,28.62413646666664,28.62413646666664,28.62413646666664
2026-07-31T06:00:00+02:00,BW,LYBE,2,2,2,2,1.0,14.916383842221421,14.991638384222142,15.0,0.0,0.0,0.0,39.24757881583251,39.6219648799962,39.66356333156994
2026-07-31T06:00:00+02:00,JUG,LYBE,1,1,1,1,1.0,8.500685857204855,8.500685857204855,8.500685857204855,0.0,0.0,0.0,33.56296391471606,33.56296391471606,33.56296391471606
2026-07-31T06:00:00+02:00,LYBE,BW,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,26.76393036666668,26.76393036666668,26.76393036666668
2026-07-31T07:00:00+02:00,BW,LYBE,3,3,3,3,1.0,14.200053151911218,15.0,15.0,0.0,0.0,0.0,37.96651704099129,39.42428439478704,39.58744026286374
2026-07-31T07:00:00+02:00,DOR,LYBE,1,1,1,0,0.0,20.928087147780328,20.928087147780328,20.928087147780328,0.26089919693149566,0.26089919693149566,0.26089919693149566,46.31399282003131,46.31399282003131,46.31399282003131
2026-07-31T07:00:00+02:00,LYBV,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,38.35714746912448,38.35714746912448,38.35714746912448
2026-07-31T08:00:00+02:00,DOR,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,38.57015659231256,38.57015659231256,38.57015659231256
2026-07-31T08:00:00+02:00,EXPO,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,35.26934070246704,35.26934070246704,35.26934070246704
2026-07-31T08:00:00+02:00,JUG,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,38.74406976034164,38.74406976034164,38.74406976034164
2026-07-31T08:00:00+02:00,LYBE,BW,1,1,1,1,1.0,14.99999999999994,14.99999999999994,14.99999999999994,0.0,0.0,0.0,29.113930366666622,29.113930366666622,29.113930366666622
2026-07-31T08:00:00+02:00,LYBE,JUG,1,1,1,1,1.0,15.0,15.0,15.0,0.5987978699971185,0.5987978699971185,0.5987978699971185,28.91216973666378,28.91216973666378,28.91216973666378
2026-07-31T08:00:00+02:00,LYBE,LYBV,2,2,2,2,1.0,14.508078652182697,14.95080786521827,15.0,0.0,0.0,0.0,30.4822151188494,30.924944331884973,30.974136466666703
2026-07-31T09:00:00+02:00,BW,LYBE,3,3,3,1,0.3333333333333333,15.228391781137868,25.519809541173696,26.618965821647848,0.0,0.0,0.0,41.87464775152916,51.81595930380493,52.88792823620291
2026-07-31T09:00:00+02:00,DOR,LYBE,3,3,3,1,0.3333333333333333,22.6397482461524,27.935236855512436,28.304140477083397,0.0,0.0,0.0,48.631900376049614,53.922948084784935,54.33794570243541
2026-07-31T09:00:00+02:00,LYBE,BW,2,2,2,2,1.0,12.252677383394742,14.725267738339474,15.0,0.6500756900767253,1.235143811145778,1.3001513801534506,25.841683440138148,27.841841916151935,28.064081746820133
2026-07-31T09:00:00+02:00,LYBE,DOR,2,2,2,2,1.0,15.0,15.0,15.0,0.08636038094033817,0.16408472378664252,0.17272076188067634,28.566363947607048,28.64408829045335,28.652724328547386
2026-07-31T09:00:00+02:00,LYBE,LYBV,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,28.6241364666667,28.6241364666667,28.6241364666667
2026-07-31T10:00:00+02:00,BW,LYBE,2,2,2,1,0.5,55.61399058588365,92.16658211317893,96.2279811717673,1.061975306337384,2.0177530820410294,2.123950612674768,79.70971661726477,119.12831326927255,123.50815734171786
2026-07-31T10:00:00+02:00,DOR,LYBE,2,2,2,2,1.0,10.98472876848282,14.598472876848282,15.0,0.0,0.0,0.0,35.80617701170959,38.39891881236206,38.68700123465678
2026-07-31T10:00:00+02:00,EXPO,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.8077037846952104,0.8077037846952104,0.8077037846952104,38.26363624832411,38.26363624832411,38.26363624832411
2026-07-31T10:00:00+02:00,JUG,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,38.54064185446211,38.54064185446211,38.54064185446211
2026-07-31T10:00:00+02:00,LYBE,BW,2,2,2,2,1.0,10.859588787235406,12.293638053072245,12.45297686038745,0.0,0.0,0.0,29.673519153902088,31.107568419738925,31.26690722705413
2026-07-31T10:00:00+02:00,LYBE,EXPO,1,1,1,0,0.0,22.919726481238953,22.919726481238953,22.919726481238953,0.0,0.0,0.0,37.3157664479056,37.3157664479056,37.3157664479056
2026-07-31T10:00:00+02:00,LYBE,JUG,2,2,2,2,1.0,12.577322389091265,14.757732238909126,15.0,2.6245234585704265,2.6245234585704265,2.6245234585704265,30.865217714328352,33.045627564146216,33.28789532523709
2026-07-31T10:00:00+02:00,LYBV,LYBE,3,3,3,2,0.6666666666666666,13.570178201065492,20.442271004688518,21.04696778298724,0.0,0.0,0.0,39.629614963832985,46.11650069645261,46.589748089757386
2026-07-31T11:00:00+02:00,BW,LYBE,1,1,1,0,0.0,77.14357143607279,77.14357143607279,77.14357143607279,2.123950612674768,2.123950612674768,2.123950612674768,103.2246588166055,103.2246588166055,103.2246588166055
2026-07-31T11:00:00+02:00,EXPO,LYBE,1,1,1,1,1.0,4.971683297291505,4.971683297291505,4.971683297291505,0.8077037846952104,0.8077037846952104,0.8077037846952104,27.48194228678864,27.48194228678864,27.48194228678864
2026-07-31T11:00:00+02:00,LYBE,BW,8,8,8,4,0.5,13.671122933619047,26.565431000557723,26.790664089261796,0.7351794741118132,2.106886618020373,2.8306861975859645,31.751482774397545,45.027791412442205,45.72375874417254
2026-07-31T11:00:00+02:00,LYBE,DOR,5,5,5,3,0.6,18.11495920507344,26.84469033041372,28.790360311582237,0.15027316739751162,0.6010926695900464,0.7513658369875581,37.38523593913766,47.374693897080434,49.32036387824895
2026-07-31T11:00:00+02:00,LYBE,EXPO,3,3,3,2,0.6666666666666666,16.58883639087071,33.6911290037269,36.122426198282724,0.0,0.0,0.0,29.418209690870693,43.85716897039355,45.81846616494938
2026-07-31T11:00:00+02:00,LYBE,JUG,2,2,2,0,0.0,17.579641141962504,18.082964629359843,18.13888946129288,0.20565241592654881,0.20565241592654881,0.20565241592654881,33.44866542455571,33.95198891195305,34.00791374388609
2026-07-31T11:00:00+02:00,LYBE,LYBV,3,3,3,1,0.3333333333333333,14.729858087155986,20.544764279790215,20.80039359693704,0.8818807380007961,1.3228211070011942,1.3228211070011942,30.80254195849015,35.429405205583386,35.54105799913668
2026-07-31T11:00:00+02:00,LYBV,LYBE,2,2,2,1,0.5,38.33924652383036,71.56577197827967,75.25760813988515,2.4463580662068125,4.648080325792944,4.892716132413625,66.98531795748397,102.73041005508406,106.70208695481742
2026-07-31T12:00:00+02:00,BW,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,37.62192505319435,37.62192505319435,37.62192505319435
2026-07-31T12:00:00+02:00,JUG,LYBE,1,1,1,0,0.0,54.5747903878033,54.5747903878033,54.5747903878033,0.0,0.0,0.0,77.61281448817681,77.61281448817681,77.61281448817681
2026-07-31T12:00:00+02:00,LYBE,BW,3,3,3,1,0.3333333333333333,16.1366889407642,16.868180352642,16.908967088015924,2.050659891796224,3.162289088109719,3.1991338537234695,31.517945865893772,33.215650376552574,33.44571629852932
2026-07-31T12:00:00+02:00,LYBE,DOR,2,2,2,1,0.5,16.727486305953242,18.282223981311162,18.454972611906488,5.915396806036551,6.139110816048178,6.163967928271692,36.122886678656506,37.90133836402605,38.09894410684489
2026-07-31T12:00:00+02:00,LYBE,JUG,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,28.313371866666664,28.313371866666664,28.313371866666664
2026-07-31T12:00:00+02:00,LYBV,LYBE,1,1,1,0,0.0,42.34327515182534,42.34327515182534,42.34327515182534,4.892716132413625,4.892716132413625,4.892716132413625,74.33270142548305,74.33270142548305,74.33270142548305
2026-07-31T13:00:00+02:00,BW,LYBE,5,5,5,0,0.0,35.854555086779264,57.90791743338493,59.75705593267654,0.8877724626172373,1.1097155782715467,1.1097155782715467,65.10591966091694,88.21551997366298,90.0961534422507
2026-07-31T13:00:00+02:00,DOR,LYBE,1,1,1,0,0.0,42.97871834506259,42.97871834506259,42.97871834506259,0.0,0.0,0.0,67.9228476867549,67.9228476867549,67.9228476867549
2026-07-31T13:00:00+02:00,JUG,LYBE,1,1,1,0,0.0,55.69892524722721,55.69892524722721,55.69892524722721,1.2946294493827737,1.2946294493827737,1.2946294493827737,84.18238774603499,84.18238774603499,84.18238774603499
2026-07-31T13:00:00+02:00,LYBE,BW,2,2,2,1,0.5,10.271526348846237,16.08934571512065,16.735770089151142,2.329796546453205,4.316669776589776,4.537433468827173,25.54025326196612,32.28744585837711,33.037133924645
2026-07-31T13:00:00+02:00,LYBE,DOR,1,1,1,0,0.0,15.438044336761353,15.438044336761353,15.438044336761353,5.455492711728706,5.455492711728706,5.455492711728706,34.37354061515677,34.37354061515677,34.37354061515677
2026-07-31T13:00:00+02:00,LYBE,JUG,4,4,4,1,0.25,15.227480257021973,21.52784328219599,21.547498460780844,3.4922125093682856,6.018010902160538,6.0180109021605555,33.20806463305692,40.85922605102311,40.87888122960794
2026-07-31T13:00:00+02:00,LYBE,LYBV,2,2,2,0,0.0,21.851693105638514,22.12545578405881,22.155873859438845,4.542716132413504,5.982716132413503,6.142716132413503,40.01854570471872,41.18478302629842,41.31436495091839
2026-07-31T14:00:00+02:00,BW,LYBE,2,2,2,1,0.5,15.179252218449559,15.340579215054161,15.358504436899118,0.0,0.0,0.0,38.0241284014776,39.52925578852674,39.69649216486553
2026-07-31T14:00:00+02:00,JUG,LYBE,2,2,2,0,0.0,24.13722292008994,26.75641601421407,27.04743746911675,1.2946294493827737,1.2946294493827737,1.2946294493827737,53.65391531803144,55.576564586103885,55.79019228255638
2026-07-31T14:00:00+02:00,LYBE,DOR,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,28.48000356666671,28.48000356666671,28.48000356666671
2026-07-31T14:00:00+02:00,LYBV,LYBE,2,2,2,0,0.0,42.31025179349193,47.65869267340582,48.25296388228514,4.892716132413625,4.892716132413625,4.892716132413625,72.98753336043993,78.76679410140999,79.40893418373999
2026-07-31T15:00:00+02:00,BW,LYBE,2,2,2,2,1.0,7.973836810918389,14.297383681091839,15.0,0.0,0.0,0.0,31.819196644074566,37.83895019648162,38.50781170230463
2026-07-31T15:00:00+02:00,DOR,LYBE,2,2,2,2,1.0,13.173114351561283,14.817311435156128,15.0,3.0742680078902294,3.0742680078902294,3.0742680078902294,42.05383651586465,43.928000646910014,44.136241105915055
2026-07-31T15:00:00+02:00,JUG,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,38.334484742471496,38.334484742471496,38.334484742471496
2026-07-31T15:00:00+02:00,LYBE,BW,3,3,3,3,1.0,9.955884224502855,14.980488318504637,15.0,0.0,0.0,0.0,26.419814591169537,31.444418685171318,31.46393036666668
2026-07-31T15:00:00+02:00,LYBV,LYBE,3,3,3,2,0.6666666666666666,14.537052292465443,21.868062089804408,22.631180099782675,1.7949911565017425,4.846476122554704,5.384973469505227,41.851682622538,50.57259998239403,51.639361775584256
2026-07-31T16:00:00+02:00,BW,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,36.418589140835074,36.418589140835074,36.418589140835074
2026-07-31T16:00:00+02:00,DOR,LYBE,1,1,1,0,0.0,16.67065208850945,16.67065208850945,16.67065208850945,6.0273176549382095,6.0273176549382095,6.0273176549382095,45.784152947339315,45.784152947339315,45.784152947339315
2026-07-31T16:00:00+02:00,JUG,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,38.14940944860136,38.14940944860136,38.14940944860136
2026-07-31T16:00:00+02:00,LYBE,BW,5,5,5,5,1.0,7.348397925165603,14.106792699733608,15.0,0.0,0.0,0.0,24.752328291832285,28.857080466977347,29.347893865334722
2026-07-31T16:00:00+02:00,LYBE,LYBV,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,30.974136466666703,30.974136466666703,30.974136466666703
2026-07-31T16:00:00+02:00,LYBV,LYBE,2,2,2,2,1.0,10.214905823167465,14.521490582316746,15.0,0.0,0.0,0.0,36.86610997547996,41.23166376653591,41.71672529887546
2026-07-31T17:00:00+02:00,DOR,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,38.06774262405391,38.06774262405391,38.06774262405391
2026-07-31T17:00:00+02:00,LYBE,BW,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,26.76393036666668,26.76393036666668,26.76393036666668
2026-07-31T17:00:00+02:00,LYBE,JUG,2,2,2,2,1.0,11.023111115606602,14.60231111156066,15.0,0.0,0.0,0.0,26.68648298227326,30.26568297822732,30.66337186666666
2026-07-31T17:00:00+02:00,LYBE,LYBV,3,3,3,3,1.0,12.287596281071698,15.0,15.0,0.0,0.0,0.0,26.695066081071733,28.6241364666667,28.6241364666667
2026-07-31T17:00:00+02:00,LYBV,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,38.57637588258367,38.57637588258367,38.57637588258367
2026-07-31T18:00:00+02:00,BW,LYBE,3,3,3,3,1.0,12.189806008213136,14.853086110018461,15.0,0.0,0.0,0.0,39.23192448922038,43.00061691836391,43.27211221392063
2026-07-31T18:00:00+02:00,JUG,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,38.03490864096141,38.03490864096141,38.03490864096141
2026-07-31T18:00:00+02:00,LYBE,BW,1,1,1,0,0.0,18.40521237853318,18.40521237853318,18.40521237853318,0.7824272723419805,0.7824272723419805,0.7824272723419805,30.95157001754172,30.95157001754172,30.95157001754172
2026-07-31T18:00:00+02:00,LYBE,DOR,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,28.48000356666671,28.48000356666671,28.48000356666671
2026-07-31T18:00:00+02:00,LYBE,JUG,5,5,5,5,1.0,9.430495882742543,14.606300813356647,15.0,0.0,0.0,0.0,28.38386774940921,33.35665153085987,33.3948759334499
2026-07-31T18:00:00+02:00,LYBE,LYBV,2,2,2,2,1.0,7.900478155940679,14.290047815594066,15.0,1.4417873718637566,1.4417873718637566,1.4417873718637566,25.316401994471015,31.705971654124408,32.41592383853034
2026-07-31T19:00:00+02:00,LYBE,LYBV,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,28.62413646666658,28.62413646666658,28.62413646666658
2026-07-31T19:00:00+02:00,LYBV,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,38.00180674951844,38.00180674951844,38.00180674951844
2026-07-31T20:00:00+02:00,LYBE,BW,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,26.76393036666656,26.76393036666656,26.76393036666656
2026-07-31T20:00:00+02:00,LYBE,JUG,1,1,1,1,1.0,15.0,15.0,15.0,1.517823044093287,1.517823044093287,1.517823044093287,29.83119491075995,29.83119491075995,29.83119491075995
2026-07-31T20:00:00+02:00,LYBV,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,38.068221885138094,38.068221885138094,38.068221885138094
2026-07-31T21:00:00+02:00,BW,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,36.477274458592,36.477274458592,36.477274458592
2026-07-31T21:00:00+02:00,EXPO,LYBE,1,1,1,0,0.0,27.874861563957772,27.874861563957772,27.874861563957772,0.0,0.0,0.0,48.5576615513443,48.5576615513443,48.5576615513443
2026-07-31T21:00:00+02:00,JUG,LYBE,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,38.36643718032768,38.36643718032768,38.36643718032768
2026-07-31T21:00:00+02:00,LYBE,BW,1,1,1,1,1.0,15.0,15.0,15.0,0.05186039899708703,0.05186039899708703,0.05186039899708703,26.815790765663646,26.815790765663646,26.815790765663646
2026-07-31T21:00:00+02:00,LYBE,DOR,3,3,3,3,1.0,13.867849880477863,15.0,15.0,0.0,0.0,0.0,28.91452011381124,30.595003566666712,30.83000356666671
2026-07-31T21:00:00+02:00,LYBE,JUG,1,1,1,0,0.0,18.388619948257837,18.388619948257837,18.388619948257837,0.0,0.0,0.0,31.7019918149245,31.7019918149245,31.7019918149245
2026-07-31T22:00:00+02:00,LYBE,BW,3,3,3,2,0.6666666666666666,16.347369691948792,19.867735202115288,20.40859466901699,1.3829805331164,2.0744707996746,2.0744707996746,31.844280591731756,34.18911264874931,34.52252503568355
2026-07-31T22:00:00+02:00,LYBE,DOR,1,1,1,1,1.0,15.0,15.0,15.0,0.3433163458612398,0.3433163458612398,0.3433163458612398,28.82331991252795,28.82331991252795,28.82331991252795
2026-07-31T22:00:00+02:00,LYBE,EXPO,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,24.69603996666677,24.69603996666677,24.69603996666677
2026-07-31T22:00:00+02:00,LYBE,JUG,3,3,3,2,0.6666666666666666,14.70260722901221,18.707603998057458,19.11955999784162,0.0,0.0,0.0,29.582645762345543,34.135975864724124,34.782931864508285
2026-07-31T22:00:00+02:00,LYBE,LYBV,1,1,1,0,0.0,24.08031052332784,24.08031052332784,24.08031052332784,0.0,0.0,0.0,44.75444698999442,44.75444698999442,44.75444698999442
2026-07-31T23:00:00+02:00,LYBE,BW,7,7,7,5,0.7142857142857143,13.619096947540674,27.558887614211873,29.889390521531702,0.9745185490299869,3.4108149216049544,3.4108149216049544,31.39326014895151,45.08363290248339,47.41413580980322
2026-07-31T23:00:00+02:00,LYBE,DOR,3,3,3,1,0.3333333333333333,14.514006759129067,21.247055088646036,21.672067086122357,3.2811190572312627,3.2811190572312627,3.2811190572312627,35.97512938302704,42.70817771254401,43.13318971002033
2026-07-31T23:00:00+02:00,LYBE,JUG,2,2,2,0,0.0,25.169375433721022,25.249102382076657,25.25796093189395,2.947314724691387,5.599897976913635,5.894629449382774,41.43006202507907,44.16237222565696,44.46596224794339
2026-07-31T23:00:00+02:00,LYBE,LYBV,5,5,5,4,0.8,9.48289395289093,20.91256307506206,22.790360811001786,1.2369550448352433,3.092387612088108,3.092387612088108,29.513985464392753,40.300609631399126,41.85688488975647
2026-08-01T00:00:00+02:00,LYBE,BW,3,3,3,3,1.0,8.396954776932802,14.204657294286346,15.0,0.0,0.0,0.0,24.86088514359936,30.668587660952905,31.46393036666656
2026-08-01T00:00:00+02:00,LYBE,JUG,1,1,1,1,1.0,15.0,15.0,15.0,0.0,0.0,0.0,28.313371866666664,28.313371866666664,28.313371866666664
