aircraft_id,activity,minutes,fraction_of_observed_time,is_overlay
EVTOL_001,boarding,183.25,0.11261754800276248,False
EVTOL_001,charging_overlay,963.7768586693414,0.5922956979271279,True
EVTOL_001,cleaning,70.0,0.04301898150173737,False
EVTOL_001,cruise,323.0721663000003,0.19854622208265618,False
EVTOL_001,departure_finalization,76.99999999999987,0.047320879651911035,False
EVTOL_001,disembarking,126.29999999999988,0.07761853376670608,False
EVTOL_001,idle,692.0114074267262,0.42528037050116546,False
EVTOL_001,landing,77.0,0.04732087965191111,False
EVTOL_001,takeoff,51.333333333333336,0.03154725310127408,False
EVTOL_001,waiting_for_departure,27.221779338128332,0.01672933173987599,False
EVTOL_002,boarding,154.5,0.09494903774312034,False
EVTOL_002,charging_overlay,831.7326052134143,0.5111469936866815,True
EVTOL_002,cleaning,50.0,0.03072784392981241,False
EVTOL_002,cruise,271.62981690000004,0.16693197240773444,False
EVTOL_002,departure_finalization,58.99999999999985,0.03625885583717855,False
EVTOL_002,disembarking,108.6,0.06674087701555255,False
EVTOL_002,idle,846.028921029567,0.5199328929100825,False
EVTOL_002,landing,59.0,0.036258855837178645,False
EVTOL_002,takeoff,39.333333333333336,0.024172570558119097,False
EVTOL_002,waiting_for_departure,39.09661513528784,0.024027093761221332,False
EVTOL_003,boarding,139.5,0.08573068456417662,False
EVTOL_003,charging_overlay,867.3051884633899,0.5330083694123917,True
EVTOL_003,cleaning,50.0,0.03072784392981241,False
EVTOL_003,cruise,240.47577479999907,0.14778604153910174,False
EVTOL_003,departure_finalization,56.0,0.0344151852013899,False
EVTOL_003,disembarking,95.4,0.05862872621808208,False
EVTOL_003,idle,918.7543121852915,0.5646267822934357,False
EVTOL_003,landing,56.0,0.0344151852013899,False
EVTOL_003,takeoff,37.333333333333336,0.0229434568009266,False
EVTOL_003,waiting_for_departure,33.72526607956412,0.020726094251684857,False
EVTOL_004,boarding,117.5,0.07221043323505917,False
EVTOL_004,charging_overlay,949.4169618040208,0.5834707245326124,True
EVTOL_004,cleaning,50.0,0.03072784392981241,False
EVTOL_004,cruise,251.33622150000082,0.15446040376321576,False
EVTOL_004,departure_finalization,51.0,0.03134240080840866,False
EVTOL_004,disembarking,80.6,0.049533284414857603,False
EVTOL_004,idle,963.0005940301079,0.591818639153476,False
EVTOL_004,landing,50.99999999999997,0.03134240080840864,False
EVTOL_004,takeoff,34.0,0.02089493387227244,False
EVTOL_004,waiting_for_departure,28.751870868079248,0.017669660014489184,False
