scenario,fleet_size,request_hour_local,origin,destination,metric,n,mean,std,ci_low,ci_high,confidence
low,4,2026-07-31T07:00:00+02:00,BW,LYBE,boarded_passengers,2,2.5,0.7071067811865476,-3.8531023680873293,8.85310236808733,0.95
low,4,2026-07-31T07:00:00+02:00,BW,LYBE,completed_journeys,2,2.5,0.7071067811865476,-3.8531023680873293,8.85310236808733,0.95
low,4,2026-07-31T07:00:00+02:00,BW,LYBE,extra_after_boarding_min_max,2,0.0,0.0,0.0,0.0,0.95
low,4,2026-07-31T07:00:00+02:00,BW,LYBE,extra_after_boarding_min_mean,2,0.0,0.0,0.0,0.0,0.95
low,4,2026-07-31T07:00:00+02:00,BW,LYBE,extra_after_boarding_min_p95,2,0.0,0.0,0.0,0.0,0.95
low,4,2026-07-31T07:00:00+02:00,BW,LYBE,fraction_boarding_within_wait_limit,2,1.0,0.0,1.0,1.0,0.95
low,4,2026-07-31T07:00:00+02:00,BW,LYBE,generated_passengers,2,2.5,0.7071067811865476,-3.8531023680873293,8.85310236808733,0.95
low,4,2026-07-31T07:00:00+02:00,BW,LYBE,journey_duration_min_max,2,38.08093787593471,2.130516107342477,18.939010112078616,57.2228656397908,0.95
low,4,2026-07-31T07:00:00+02:00,BW,LYBE,journey_duration_min_mean,2,37.14551597306554,1.1610708449833893,26.713708315382934,47.577323630748154,0.95
low,4,2026-07-31T07:00:00+02:00,BW,LYBE,journey_duration_min_p95,2,37.98686391270306,2.032819540596031,19.722704975373183,56.25102285003293,0.95
low,4,2026-07-31T07:00:00+02:00,BW,LYBE,on_time_passengers,2,2.5,0.7071067811865476,-3.8531023680873293,8.85310236808733,0.95
low,4,2026-07-31T07:00:00+02:00,BW,LYBE,wait_to_boarding_min_max,2,15.0,0.0,15.0,15.0,0.95
low,4,2026-07-31T07:00:00+02:00,BW,LYBE,wait_to_boarding_min_mean,2,14.60002657595561,0.5656478408723825,9.517882361018778,19.682170790892442,0.95
low,4,2026-07-31T07:00:00+02:00,BW,LYBE,wait_to_boarding_min_p95,2,15.0,0.0,15.0,15.0,0.95
low,4,2026-07-31T07:00:00+02:00,DOR,LYBE,boarded_passengers,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T07:00:00+02:00,DOR,LYBE,completed_journeys,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T07:00:00+02:00,DOR,LYBE,extra_after_boarding_min_max,1,0.26089919693149566,,,,0.95
low,4,2026-07-31T07:00:00+02:00,DOR,LYBE,extra_after_boarding_min_mean,1,0.26089919693149566,,,,0.95
low,4,2026-07-31T07:00:00+02:00,DOR,LYBE,extra_after_boarding_min_p95,1,0.26089919693149566,,,,0.95
low,4,2026-07-31T07:00:00+02:00,DOR,LYBE,fraction_boarding_within_wait_limit,1,0.0,,,,0.95
low,4,2026-07-31T07:00:00+02:00,DOR,LYBE,generated_passengers,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T07:00:00+02:00,DOR,LYBE,journey_duration_min_max,1,46.31399282003131,,,,0.95
low,4,2026-07-31T07:00:00+02:00,DOR,LYBE,journey_duration_min_mean,1,46.31399282003131,,,,0.95
low,4,2026-07-31T07:00:00+02:00,DOR,LYBE,journey_duration_min_p95,1,46.31399282003131,,,,0.95
low,4,2026-07-31T07:00:00+02:00,DOR,LYBE,on_time_passengers,2,0.0,0.0,0.0,0.0,0.95
low,4,2026-07-31T07:00:00+02:00,DOR,LYBE,wait_to_boarding_min_max,1,20.928087147780328,,,,0.95
low,4,2026-07-31T07:00:00+02:00,DOR,LYBE,wait_to_boarding_min_mean,1,20.928087147780328,,,,0.95
low,4,2026-07-31T07:00:00+02:00,DOR,LYBE,wait_to_boarding_min_p95,1,20.928087147780328,,,,0.95
low,4,2026-07-31T07:00:00+02:00,LYBV,LYBE,boarded_passengers,2,1.5,0.7071067811865476,-4.853102368087329,7.853102368087329,0.95
low,4,2026-07-31T07:00:00+02:00,LYBV,LYBE,completed_journeys,2,1.5,0.7071067811865476,-4.853102368087329,7.853102368087329,0.95
low,4,2026-07-31T07:00:00+02:00,LYBV,LYBE,extra_after_boarding_min_max,2,0.0,0.0,0.0,0.0,0.95
low,4,2026-07-31T07:00:00+02:00,LYBV,LYBE,extra_after_boarding_min_mean,2,0.0,0.0,0.0,0.0,0.95
low,4,2026-07-31T07:00:00+02:00,LYBV,LYBE,extra_after_boarding_min_p95,2,0.0,0.0,0.0,0.0,0.95
low,4,2026-07-31T07:00:00+02:00,LYBV,LYBE,fraction_boarding_within_wait_limit,2,1.0,0.0,1.0,1.0,0.95
low,4,2026-07-31T07:00:00+02:00,LYBV,LYBE,generated_passengers,2,1.5,0.7071067811865476,-4.853102368087329,7.853102368087329,0.95
low,4,2026-07-31T07:00:00+02:00,LYBV,LYBE,journey_duration_min_max,2,40.01845654258702,2.3494458229841997,18.9095233251074,61.127389760066634,0.95
low,4,2026-07-31T07:00:00+02:00,LYBV,LYBE,journey_duration_min_mean,2,38.43040712668878,0.10360480130223686,37.49955491877478,39.36125933460278,0.95
low,4,2026-07-31T07:00:00+02:00,LYBV,LYBE,journey_duration_min_p95,2,39.85965160099719,2.1248617208160026,20.768526484474144,58.950776717520235,0.95
low,4,2026-07-31T07:00:00+02:00,LYBV,LYBE,on_time_passengers,2,1.5,0.7071067811865476,-4.853102368087329,7.853102368087329,0.95
low,4,2026-07-31T07:00:00+02:00,LYBV,LYBE,wait_to_boarding_min_max,2,15.0,0.0,15.0,15.0,0.95
low,4,2026-07-31T07:00:00+02:00,LYBV,LYBE,wait_to_boarding_min_mean,2,13.782769420871682,1.7214239935385236,-1.6836115286651676,29.249150370408532,0.95
low,4,2026-07-31T07:00:00+02:00,LYBV,LYBE,wait_to_boarding_min_p95,2,14.878276942087169,0.17214239935385287,13.33163884713348,16.424915037040858,0.95
low,4,2026-07-31T08:00:00+02:00,BW,LYBE,boarded_passengers,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,BW,LYBE,completed_journeys,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,BW,LYBE,extra_after_boarding_min_max,1,0.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,BW,LYBE,extra_after_boarding_min_mean,1,0.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,BW,LYBE,extra_after_boarding_min_p95,1,0.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,BW,LYBE,fraction_boarding_within_wait_limit,1,1.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,BW,LYBE,generated_passengers,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,BW,LYBE,journey_duration_min_max,1,36.88167978626552,,,,0.95
low,4,2026-07-31T08:00:00+02:00,BW,LYBE,journey_duration_min_mean,1,36.88167978626552,,,,0.95
low,4,2026-07-31T08:00:00+02:00,BW,LYBE,journey_duration_min_p95,1,36.88167978626552,,,,0.95
low,4,2026-07-31T08:00:00+02:00,BW,LYBE,on_time_passengers,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,BW,LYBE,wait_to_boarding_min_max,1,15.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,BW,LYBE,wait_to_boarding_min_mean,1,15.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,BW,LYBE,wait_to_boarding_min_p95,1,15.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,DOR,LYBE,boarded_passengers,2,1.5,0.7071067811865476,-4.853102368087329,7.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,DOR,LYBE,completed_journeys,2,1.5,0.7071067811865476,-4.853102368087329,7.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,DOR,LYBE,extra_after_boarding_min_max,2,1.0193288689544109,1.4415487109937553,-11.932472433473684,13.971130171382505,0.95
low,4,2026-07-31T08:00:00+02:00,DOR,LYBE,extra_after_boarding_min_mean,2,0.5096644344772054,0.7207743554968776,-5.966236216736842,6.985565085691253,0.95
low,4,2026-07-31T08:00:00+02:00,DOR,LYBE,extra_after_boarding_min_p95,2,0.9683624255066903,1.3694712754440674,-11.335848811799998,13.272573662813379,0.95
low,4,2026-07-31T08:00:00+02:00,DOR,LYBE,fraction_boarding_within_wait_limit,2,0.75,0.3535533905932738,-2.4265511840436647,3.9265511840436647,0.95
low,4,2026-07-31T08:00:00+02:00,DOR,LYBE,generated_passengers,2,1.5,0.7071067811865476,-4.853102368087329,7.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,DOR,LYBE,journey_duration_min_max,2,45.25957490559934,9.460266103037123,-39.73754374893868,130.25669356013736,0.95
low,4,2026-07-31T08:00:00+02:00,DOR,LYBE,journey_duration_min_mean,2,41.96440086746526,4.800186287928185,-1.1635618172137114,85.09236355214423,0.95
low,4,2026-07-31T08:00:00+02:00,DOR,LYBE,journey_duration_min_p95,2,44.93005750178593,8.994258121526228,-35.88014555576617,125.74026055933803,0.95
low,4,2026-07-31T08:00:00+02:00,DOR,LYBE,on_time_passengers,2,1.0,0.0,1.0,1.0,0.95
low,4,2026-07-31T08:00:00+02:00,DOR,LYBE,wait_to_boarding_min_max,2,20.126169535762408,7.24949848049899,-45.00799009797614,85.26032916950095,0.95
low,4,2026-07-31T08:00:00+02:00,DOR,LYBE,wait_to_boarding_min_mean,2,17.563084767881204,3.624749240249495,-15.00399504898807,50.130164584750474,0.95
low,4,2026-07-31T08:00:00+02:00,DOR,LYBE,wait_to_boarding_min_p95,2,19.869861058974287,6.887023556474039,-42.00759059307733,81.7473127110259,0.95
low,4,2026-07-31T08:00:00+02:00,EXPO,LYBE,boarded_passengers,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,EXPO,LYBE,completed_journeys,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,EXPO,LYBE,extra_after_boarding_min_max,1,0.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,EXPO,LYBE,extra_after_boarding_min_mean,1,0.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,EXPO,LYBE,extra_after_boarding_min_p95,1,0.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,EXPO,LYBE,fraction_boarding_within_wait_limit,1,1.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,EXPO,LYBE,generated_passengers,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,EXPO,LYBE,journey_duration_min_max,1,35.26934070246704,,,,0.95
low,4,2026-07-31T08:00:00+02:00,EXPO,LYBE,journey_duration_min_mean,1,35.26934070246704,,,,0.95
low,4,2026-07-31T08:00:00+02:00,EXPO,LYBE,journey_duration_min_p95,1,35.26934070246704,,,,0.95
low,4,2026-07-31T08:00:00+02:00,EXPO,LYBE,on_time_passengers,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,EXPO,LYBE,wait_to_boarding_min_max,1,15.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,EXPO,LYBE,wait_to_boarding_min_mean,1,15.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,EXPO,LYBE,wait_to_boarding_min_p95,1,15.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,JUG,LYBE,boarded_passengers,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,JUG,LYBE,completed_journeys,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,JUG,LYBE,extra_after_boarding_min_max,1,0.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,JUG,LYBE,extra_after_boarding_min_mean,1,0.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,JUG,LYBE,extra_after_boarding_min_p95,1,0.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,JUG,LYBE,fraction_boarding_within_wait_limit,1,1.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,JUG,LYBE,generated_passengers,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,JUG,LYBE,journey_duration_min_max,1,38.74406976034164,,,,0.95
low,4,2026-07-31T08:00:00+02:00,JUG,LYBE,journey_duration_min_mean,1,38.74406976034164,,,,0.95
low,4,2026-07-31T08:00:00+02:00,JUG,LYBE,journey_duration_min_p95,1,38.74406976034164,,,,0.95
low,4,2026-07-31T08:00:00+02:00,JUG,LYBE,on_time_passengers,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,JUG,LYBE,wait_to_boarding_min_max,1,15.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,JUG,LYBE,wait_to_boarding_min_mean,1,15.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,JUG,LYBE,wait_to_boarding_min_p95,1,15.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,BW,boarded_passengers,2,1.5,0.7071067811865476,-4.853102368087329,7.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,BW,completed_journeys,2,1.5,0.7071067811865476,-4.853102368087329,7.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,BW,extra_after_boarding_min_max,2,0.0,0.0,0.0,0.0,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,BW,extra_after_boarding_min_mean,2,0.0,0.0,0.0,0.0,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,BW,extra_after_boarding_min_p95,2,0.0,0.0,0.0,0.0,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,BW,fraction_boarding_within_wait_limit,2,1.0,0.0,1.0,1.0,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,BW,generated_passengers,2,1.5,0.7071067811865476,-4.853102368087329,7.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,BW,journey_duration_min_max,2,29.113930366666622,0.0,29.113930366666622,29.113930366666622,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,BW,journey_duration_min_mean,2,27.973345752087184,1.6130302309723312,13.480844120309976,42.46584738386439,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,BW,journey_duration_min_p95,2,28.99987190520868,0.16130302309723313,27.55062174203096,30.449122068386398,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,BW,on_time_passengers,2,1.5,0.7071067811865476,-4.853102368087329,7.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,BW,wait_to_boarding_min_max,2,14.99999999999994,0.0,14.99999999999994,14.99999999999994,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,BW,wait_to_boarding_min_mean,2,13.859415385420501,1.6130302309723312,-0.6330862463567062,28.351917017197707,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,BW,wait_to_boarding_min_p95,2,14.885941538541996,0.16130302309723313,13.436691375364274,16.335191701719715,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,DOR,boarded_passengers,2,1.0,1.4142135623730951,-11.706204736174659,13.706204736174659,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,DOR,completed_journeys,2,1.0,1.4142135623730951,-11.706204736174659,13.706204736174659,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,DOR,extra_after_boarding_min_max,1,0.2166110825050661,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,DOR,extra_after_boarding_min_mean,1,0.2166110825050661,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,DOR,extra_after_boarding_min_p95,1,0.2166110825050661,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,DOR,fraction_boarding_within_wait_limit,1,1.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,DOR,generated_passengers,2,1.0,1.4142135623730951,-11.706204736174659,13.706204736174659,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,DOR,journey_duration_min_max,1,31.046614649171836,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,DOR,journey_duration_min_mean,1,30.35245435265712,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,DOR,journey_duration_min_p95,1,30.977198619520365,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,DOR,on_time_passengers,2,1.0,1.4142135623730951,-11.706204736174659,13.706204736174659,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,DOR,wait_to_boarding_min_max,1,15.00000000000006,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,DOR,wait_to_boarding_min_mean,1,14.305839703485344,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,DOR,wait_to_boarding_min_p95,1,14.93058397034859,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,JUG,boarded_passengers,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,JUG,completed_journeys,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,JUG,extra_after_boarding_min_max,1,0.5987978699971185,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,JUG,extra_after_boarding_min_mean,1,0.5987978699971185,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,JUG,extra_after_boarding_min_p95,1,0.5987978699971185,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,JUG,fraction_boarding_within_wait_limit,1,1.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,JUG,generated_passengers,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,JUG,journey_duration_min_max,1,28.91216973666378,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,JUG,journey_duration_min_mean,1,28.91216973666378,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,JUG,journey_duration_min_p95,1,28.91216973666378,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,JUG,on_time_passengers,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,JUG,wait_to_boarding_min_max,1,15.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,JUG,wait_to_boarding_min_mean,1,15.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,JUG,wait_to_boarding_min_p95,1,15.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,LYBV,boarded_passengers,2,1.5,0.7071067811865476,-4.853102368087329,7.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,LYBV,completed_journeys,2,1.5,0.7071067811865476,-4.853102368087329,7.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,LYBV,extra_after_boarding_min_max,2,0.9564859264995903,1.352675369474716,-11.196820082873911,13.109791935873092,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,LYBV,extra_after_boarding_min_mean,2,0.9564859264995903,1.352675369474716,-11.196820082873911,13.109791935873092,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,LYBV,extra_after_boarding_min_p95,2,0.9564859264995903,1.352675369474716,-11.196820082873911,13.109791935873092,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,LYBV,fraction_boarding_within_wait_limit,2,1.0,0.0,1.0,1.0,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,LYBV,generated_passengers,2,1.5,0.7071067811865476,-4.853102368087329,7.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,LYBV,journey_duration_min_max,2,30.75562239316629,0.3090255663136713,27.979137837534562,33.53210694879802,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,LYBV,journey_duration_min_mean,2,30.509661719257643,0.03881535453837027,30.16091959515855,30.858403843356736,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,LYBV,journey_duration_min_p95,2,30.731026325775428,0.2742414742284671,28.267064438116783,33.19498821343407,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,LYBV,on_time_passengers,2,1.5,0.7071067811865476,-4.853102368087329,7.853102368087329,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,LYBV,wait_to_boarding_min_max,2,15.0,0.0,15.0,15.0,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,LYBV,wait_to_boarding_min_mean,2,14.754039326091348,0.34784092085204155,11.628812646360526,17.87926600582217,0.95
low,4,2026-07-31T08:00:00+02:00,LYBE,LYBV,wait_to_boarding_min_p95,2,14.975403932609135,0.03478409208520415,14.662881264636052,15.287926600582217,0.95
low,4,2026-07-31T08:00:00+02:00,LYBV,LYBE,boarded_passengers,2,2.0,2.8284271247461903,-23.412409472349317,27.412409472349317,0.95
low,4,2026-07-31T08:00:00+02:00,LYBV,LYBE,completed_journeys,2,2.0,2.8284271247461903,-23.412409472349317,27.412409472349317,0.95
low,4,2026-07-31T08:00:00+02:00,LYBV,LYBE,extra_after_boarding_min_max,1,0.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBV,LYBE,extra_after_boarding_min_mean,1,0.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBV,LYBE,extra_after_boarding_min_p95,1,0.0,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBV,LYBE,fraction_boarding_within_wait_limit,1,0.75,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBV,LYBE,generated_passengers,2,2.0,2.8284271247461903,-23.412409472349317,27.412409472349317,0.95
low,4,2026-07-31T08:00:00+02:00,LYBV,LYBE,journey_duration_min_max,1,54.832595307275675,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBV,LYBE,journey_duration_min_mean,1,41.98500224663867,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBV,LYBE,journey_duration_min_p95,1,52.67555617062599,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBV,LYBE,on_time_passengers,2,1.5,2.1213203435596424,-17.559307104261986,20.559307104261986,0.95
low,4,2026-07-31T08:00:00+02:00,LYBV,LYBE,wait_to_boarding_min_max,1,31.048294333788725,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBV,LYBE,wait_to_boarding_min_mean,1,17.214062752507683,,,,0.95
low,4,2026-07-31T08:00:00+02:00,LYBV,LYBE,wait_to_boarding_min_p95,1,28.64105018372041,,,,0.95
low,4,2026-07-31T09:00:00+02:00,BW,LYBE,boarded_passengers,2,4.0,1.4142135623730951,-8.706204736174659,16.70620473617466,0.95
low,4,2026-07-31T09:00:00+02:00,BW,LYBE,completed_journeys,2,4.0,1.4142135623730951,-8.706204736174659,16.70620473617466,0.95
low,4,2026-07-31T09:00:00+02:00,BW,LYBE,extra_after_boarding_min_max,2,0.0,0.0,0.0,0.0,0.95
low,4,2026-07-31T09:00:00+02:00,BW,LYBE,extra_after_boarding_min_mean,2,0.0,0.0,0.0,0.0,0.95
low,4,2026-07-31T09:00:00+02:00,BW,LYBE,extra_after_boarding_min_p95,2,0.0,0.0,0.0,0.0,0.95
low,4,2026-07-31T09:00:00+02:00,BW,LYBE,fraction_boarding_within_wait_limit,2,0.5666666666666667,0.32998316455372223,-2.3981144384407544,3.5314477717740873,0.95
low,4,2026-07-31T09:00:00+02:00,BW,LYBE,generated_passengers,2,4.0,1.4142135623730951,-8.706204736174659,16.70620473617466,0.95
low,4,2026-07-31T09:00:00+02:00,BW,LYBE,journey_duration_min_max,2,49.830154196054295,4.324345518250545,10.977451204966037,88.68285718714256,0.95
low,4,2026-07-31T09:00:00+02:00,BW,LYBE,journey_duration_min_mean,2,40.70438283427343,1.6550045175524843,25.834757200059602,55.574008468487264,0.95
low,4,2026-07-31T09:00:00+02:00,BW,LYBE,journey_duration_min_p95,2,48.7316676744755,4.361847052511483,9.542026766146115,87.9213085828049,0.95
low,4,2026-07-31T09:00:00+02:00,BW,LYBE,on_time_passengers,2,2.5,2.1213203435596424,-16.559307104261986,21.559307104261986,0.95
low,4,2026-07-31T09:00:00+02:00,BW,LYBE,wait_to_boarding_min_max,2,22.837584393693945,5.347680899918153,-25.209422215456847,70.88459100284473,0.95
low,4,2026-07-31T09:00:00+02:00,BW,LYBE,wait_to_boarding_min_mean,2,14.265537394671949,1.3616817319305292,2.031312429112136,26.499762360231763,0.95
low,4,2026-07-31T09:00:00+02:00,BW,LYBE,wait_to_boarding_min_p95,2,21.882385956882864,5.144093764999851,-24.335462817306713,68.10023473107245,0.95
low,4,2026-07-31T09:00:00+02:00,DOR,LYBE,boarded_passengers,2,2.0,1.4142135623730951,-10.706204736174659,14.706204736174659,0.95
low,4,2026-07-31T09:00:00+02:00,DOR,LYBE,completed_journeys,2,2.0,1.4142135623730951,-10.706204736174659,14.706204736174659,0.95
low,4,2026-07-31T09:00:00+02:00,DOR,LYBE,extra_after_boarding_min_max,2,0.0,0.0,0.0,0.0,0.95
low,4,2026-07-31T09:00:00+02:00,DOR,LYBE,extra_after_boarding_min_mean,2,0.0,0.0,0.0,0.0,0.95
low,4,2026-07-31T09:00:00+02:00,DOR,LYBE,extra_after_boarding_min_p95,2,0.0,0.0,0.0,0.0,0.95
low,4,2026-07-31T09:00:00+02:00,DOR,LYBE,fraction_boarding_within_wait_limit,2,0.6666666666666666,0.4714045207910317,-3.568734912058219,4.902068245391552,0.95
low,4,2026-07-31T09:00:00+02:00,DOR,LYBE,generated_passengers,2,2.0,1.4142135623730951,-10.706204736174659,14.706204736174659,0.95
low,4,2026-07-31T09:00:00+02:00,DOR,LYBE,journey_duration_min_max,2,47.656054511591904,9.449621144392205,-37.24542298410765,132.55753200729146,0.95
low,4,2026-07-31T09:00:00+02:00,DOR,LYBE,journey_duration_min_mean,2,44.803031848399,5.414837800347001,-3.847355571825311,93.45341926862332,0.95
low,4,2026-07-31T09:00:00+02:00,DOR,LYBE,journey_duration_min_p95,2,47.44855570276666,9.15617351477529,-34.81639944548704,129.71351085102037,0.95
low,4,2026-07-31T09:00:00+02:00,DOR,LYBE,on_time_passengers,2,1.0,0.0,1.0,1.0,0.95
low,4,2026-07-31T09:00:00+02:00,DOR,LYBE,wait_to_boarding_min_max,2,21.652070238541697,9.4074479492041,-62.87049613178333,106.17463660886672,0.95
low,4,2026-07-31T09:00:00+02:00,DOR,LYBE,wait_to_boarding_min_mean,2,18.8198741230762,5.402117791412396,-29.716228551145637,67.35597679729804,0.95
low,4,2026-07-31T09:00:00+02:00,DOR,LYBE,wait_to_boarding_min_p95,2,21.467618427756218,9.146593696786997,-60.71126547077033,103.64650232628277,0.95
low,4,2026-07-31T09:00:00+02:00,EXPO,LYBE,boarded_passengers,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T09:00:00+02:00,EXPO,LYBE,completed_journeys,2,0.5,0.7071067811865476,-5.853102368087329,6.853102368087329,0.95
low,4,2026-07-31T09:00:00+02:00,EXPO,LYBE,extra_after_boarding_min_max,1,0.0,,,,0.95
low,4,2026-07-31T09:00:00+02:00,EXPO,LYBE,extra_after_boarding_min_mean,1,0.0,,,,0.95
low,4,2026-07-31T09:00:00+02:00,EXPO,LYBE,extra_after_boarding_min_p95,1,0.0,,,,0.95
low,4,2026-07-31T09:00:00+02:00,EXPO,LYBE,fraction_boarding_within_wait_limit,1,1.0,,,,0.95
